"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
"1460",2016,"Stuttgart","Bundesliga","Mitchell Langerak","AUS","GK","26",1988,2,2,180,2,6,3,18,12,66.7,0,0,2,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d2a184cc/Mitchell-Langerak"
"1461",2016,"Stuttgart","Bundesliga","Przemysław Tytoń","POL","GK","28",1987,30,30,2677,29.7,61,2.05,178,117,65.7,9,6,15,4,13.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1fa85681/Przemyslaw-Tyton"
"1462",2016,"Stuttgart","Bundesliga","Odisseas Vlachodimos","GRE","GK","21",1994,3,2,203,2.3,8,3.55,12,4,33.3,0,0,2,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/03df04ff/Odisseas-Vlachodimos"
"1463",2016,"Sunderland","Premier League","Vito Mannone","ITA","GK","27",1988,19,19,1710,19,23,1.21,95,72,75.8,6,8,5,4,21.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/c4173f1a/Vito-Mannone"
"1464",2016,"Sunderland","Premier League","Costel Pantilimon","ROU","GK","28",1987,17,17,1530,17,33,1.94,101,68,67.3,3,3,11,3,17.6,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d24e154c/Costel-Pantilimon"
"1465",2016,"Sunderland","Premier League","Jordan Pickford","ENG","GK","21",1994,2,2,180,2,6,3,17,11,64.7,0,1,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
"1466",2016,"Swansea City","Premier League","Łukasz Fabiański","POL","GK","30",1985,37,37,3330,37,51,1.38,160,109,68.1,12,10,15,9,24.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/9328b835/Lukasz-Fabianski"
"1467",2016,"Swansea City","Premier League","Kristoffer Nordfeldt","SWE","GK","26",1989,1,1,90,1,1,1,5,4,80,0,1,0,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/78549904/Kristoffer-Nordfeldt"
"1468",2016,"Torino","Serie A","Salvador Ichazo","URU","GK","23",1992,3,3,270,3,5,1.67,11,6,54.5,1,1,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/514f0896/Salvador-Ichazo"
"1469",2016,"Torino","Serie A","Daniele Padelli","ITA","GK","29",1985,35,35,3150,35,50,1.43,137,87,63.5,11,8,16,6,17.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/cf1c23d8/Daniele-Padelli"
"1470",2016,"Tottenham","Premier League","Hugo Lloris","FRA","GK","28",1986,37,37,3330,37,34,0.92,119,85,71.4,19,13,5,13,35.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/8f62b6ee/Hugo-Lloris"
"1471",2016,"Tottenham","Premier League","Michel Vorm","NED","GK","31",1983,1,1,90,1,1,1,2,1,50,0,0,1,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1bebde9d/Michel-Vorm"
"1472",2016,"Toulouse","Ligue 1","Ali Ahamada","COM","GK","23",1991,6,6,540,6,15,2.5,32,17,53.1,0,2,4,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0b64b1e6/Ali-Ahamada"
"1473",2016,"Toulouse","Ligue 1","Mauro Goicoechea","URU","GK","27",1988,9,8,736,8.2,13,1.59,31,18,58.1,1,4,3,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/132bb875/Mauro-Goicoechea"
"1474",2016,"Toulouse","Ligue 1","Alban Lafont","FRA","GK","16",1999,24,24,2144,23.8,27,1.13,79,52,65.8,8,7,9,7,29.2,NA,NA,NA,NA,NA,"https://fbref.com/en/players/4e7db402/Alban-Lafont"
"1475",2016,"Troyes","Ligue 1","Paul Bernardoni","FRA","GK","18",1997,14,14,1260,14,26,1.86,82,56,68.3,1,6,7,2,14.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/28dabd43/Paul-Bernardoni"
"1476",2016,"Troyes","Ligue 1","Matthieu Dreyer","FRA","GK","26",1989,15,15,1350,15,38,2.53,97,59,60.8,2,1,12,0,0,NA,NA,NA,NA,NA,"https://fbref.com/en/players/fbf83734/Matthieu-Dreyer"
"1477",2016,"Troyes","Ligue 1","Denis Petrić","SRB","GK","27",1988,9,9,810,9,19,2.11,50,31,62,0,2,7,1,11.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/dab1b8dc/Denis-Petric"
"1478",2016,"Udinese","Serie A","Orestis Karnezis","GRE","GK","30",1985,38,38,3420,38,60,1.58,169,109,64.5,10,9,19,8,21.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/85b011bb/Orestis-Karnezis"
"1479",2016,"Valencia","La Liga","Diego Alves","BRA","GK","30",1985,13,13,1170,13,21,1.62,68,48,70.6,6,1,6,1,7.7,1,1,0,0,0,"https://fbref.com/en/players/12421a7c/Diego-Alves"
"1480",2016,"Valencia","La Liga","Jaume Doménech","ESP","GK","24",1990,17,17,1530,17,18,1.06,78,62,76.9,5,6,6,5,29.4,2,0,2,0,100,"https://fbref.com/en/players/c9cb972b/Jaume-Domenech"
"1481",2016,"Valencia","La Liga","Mathew Ryan","AUS","GK","23",1992,8,8,720,8,9,1.13,31,23,74.2,0,4,4,1,12.5,1,1,0,0,0,"https://fbref.com/en/players/4535e4bb/Mathew-Ryan"
"1482",2016,"Villarreal","La Liga","Alphonse Areola","FRA","GK","22",1993,32,32,2880,32,26,0.81,104,80,76,17,8,7,15,46.9,2,1,1,0,50,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
"1483",2016,"Villarreal","La Liga","Sergio Asenjo","ESP","GK","26",1989,4,4,360,4,5,1.25,17,13,76.5,1,2,1,2,50,1,1,0,0,0,"https://fbref.com/en/players/9f0ea33f/Sergio-Asenjo"
"1484",2016,"Villarreal","La Liga","Mariano Barbosa","ARG","GK","31",1984,2,2,180,2,4,2,10,6,60,0,0,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/aad4f74f/Mariano-Barbosa"
"1485",2016,"Watford","Premier League","Giedrius Arlauskis","LTU","GK","27",1987,1,0,24,0.3,1,3.75,2,1,50,0,0,0,0,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/1858bbf7/Giedrius-Arlauskis"
"1486",2016,"Watford","Premier League","Heurelho Gomes","BRA","GK","34",1981,38,38,3396,37.7,49,1.3,121,72,59.5,12,9,17,11,28.9,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d596e193/Heurelho-Gomes"
"1487",2016,"Werder Bremen","Bundesliga","Felix Wiedwald","GER","GK","25",1990,34,34,3060,34,40,1.18,165,125,75.8,10,12,12,8,23.5,NA,NA,NA,NA,NA,"https://fbref.com/en/players/e2d34771/Felix-Wiedwald"
"1488",2016,"West Brom","Premier League","Ben Foster","ENG","GK","32",1983,15,15,1350,15,17,1.13,60,43,71.7,3,6,6,4,26.7,NA,NA,NA,NA,NA,"https://fbref.com/en/players/d0b3ceb9/Ben-Foster"
"1489",2016,"West Brom","Premier League","Boaz Myhill","WAL","GK","32",1982,23,23,2070,23,31,1.35,95,64,67.4,7,7,9,7,30.4,NA,NA,NA,NA,NA,"https://fbref.com/en/players/7ca2d989/Boaz-Myhill"
"1490",2016,"West Ham","Premier League","Adrián","ESP","GK","28",1987,32,32,2880,32,39,1.22,138,99,71.7,13,14,5,9,28.1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f76e6b4e/Adrian"
"1491",2016,"West Ham","Premier League","Darren Randolph","IRL","GK","28",1987,6,6,540,6,12,2,24,12,50,3,0,3,2,33.3,NA,NA,NA,NA,NA,"https://fbref.com/en/players/6385ebfb/Darren-Randolph"
"1492",2016,"Wolfsburg","Bundesliga","Diego Benaglio","SUI","GK","31",1983,21,21,1890,21,39,1.86,103,64,62.1,5,5,11,5,23.8,NA,NA,NA,NA,NA,"https://fbref.com/en/players/b7e7937d/Diego-Benaglio"
"1493",2016,"Wolfsburg","Bundesliga","Koen Casteels","BEL","GK","23",1992,13,13,1170,13,10,0.77,50,40,80,7,4,2,4,30.8,NA,NA,NA,NA,NA,"https://fbref.com/en/players/db401046/Koen-Casteels"
"1494",2017,"Alavés","La Liga","Adrián Ortolá","ESP","GK","22",1993,2,2,180,2,1,0.5,7,6,85.7,1,1,0,1,50,0,0,0,0,NA,"https://fbref.com/en/players/6a22fe38/Adrian-Ortola"
"1495",2017,"Alavés","La Liga","Fernando Pacheco","ESP","GK","24",1992,36,36,3240,36,42,1.17,149,113,74.5,13,12,11,11,30.6,6,4,2,0,33.3,"https://fbref.com/en/players/97852360/Fernando-Pacheco"
"1496",2017,"Angers","Ligue 1","Alexandre Letellier","FRA","GK","25",1990,6,6,540,6,9,1.5,26,17,65.4,1,1,4,1,16.7,0,0,0,0,NA,"https://fbref.com/en/players/96fcd380/Alexandre-Letellier"
"1497",2017,"Angers","Ligue 1","Mathieu Michel","FRA","GK","24",1991,23,23,2070,23,25,1.09,69,44,65.2,11,4,8,8,34.8,1,1,0,0,0,"https://fbref.com/en/players/e39f8724/Mathieu-Michel"
"1498",2017,"Angers","Ligue 1","Denis Petrić","SRB","GK","28",1988,9,9,810,9,15,1.67,32,17,56.3,1,2,6,0,0,1,1,0,0,0,"https://fbref.com/en/players/dab1b8dc/Denis-Petric"
"1499",2017,"Arsenal","Premier League","Petr Čech","CZE","GK","34",1982,35,35,3097,34.4,37,1.08,150,113,81.3,22,5,7,12,34.3,9,9,0,0,0,"https://fbref.com/en/players/71672fa0/Petr-Cech"
"1500",2017,"Arsenal","Premier League","Emiliano Martínez","ARG","GK","23",1992,2,2,180,2,3,1.5,8,5,75,1,0,1,1,50,1,1,0,0,0,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
"1501",2017,"Arsenal","Premier League","David Ospina","COL","GK","27",1988,2,1,143,1.6,4,2.52,9,5,55.6,0,1,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/82b1198a/David-Ospina"
"1502",2017,"Atalanta","Serie A","Etrit Berisha","ALB","GK","27",1989,26,26,2340,26,26,1,77,51,70.1,15,7,4,11,42.3,3,3,0,0,0,"https://fbref.com/en/players/ee833569/Etrit-Berisha"
"1503",2017,"Atalanta","Serie A","Pierluigi Gollini","ITA","GK","21",1995,4,4,360,4,1,0.25,12,11,91.7,3,1,0,3,75,0,0,0,0,NA,"https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini"
"1504",2017,"Atalanta","Serie A","Marco Sportiello","ITA","GK","24",1992,8,8,720,8,14,1.75,33,19,60.6,3,2,3,2,25,1,1,0,0,0,"https://fbref.com/en/players/ac4003af/Marco-Sportiello"
"1505",2017,"Athletic Club","La Liga","Kepa Arrizabalaga","ESP","GK","21",1994,23,23,2016,22.4,22,0.98,62,40,64.5,14,3,6,8,34.8,0,0,0,0,NA,"https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga"
"1506",2017,"Athletic Club","La Liga","Gorka Iraizoz","ESP","GK","35",1981,16,15,1404,15.6,21,1.35,57,39,64.9,5,3,7,3,20,3,1,2,0,66.7,"https://fbref.com/en/players/26f2473f/Gorka-Iraizoz"
"1507",2017,"Atlético Madrid","La Liga","Miguel Ángel Moyá","ESP","GK","32",1984,9,8,769,8.6,6,0.7,30,24,80,6,2,0,5,62.5,0,0,0,0,NA,"https://fbref.com/en/players/011d8c56/Miguel-Angel-Moya"
"1508",2017,"Atlético Madrid","La Liga","Jan Oblak","SVN","GK","23",1993,30,30,2651,29.4,21,0.71,81,63,77.8,17,7,6,15,50,4,3,1,0,25,"https://fbref.com/en/players/ee8508c0/Jan-Oblak"
"1509",2017,"Augsburg","Bundesliga","Marwin Hitz","SUI","GK","28",1987,32,32,2880,32,50,1.56,162,112,71.6,9,9,14,7,21.9,5,4,0,1,0,"https://fbref.com/en/players/2e7ff968/Marwin-Hitz"
"1510",2017,"Augsburg","Bundesliga","Andreas Luthe","GER","GK","29",1987,2,2,180,2,1,0.5,14,13,92.9,0,2,0,1,50,0,0,0,0,NA,"https://fbref.com/en/players/7fe12375/Andreas-Luthe"
"1511",2017,"Barcelona","La Liga","Claudio Bravo","CHI","GK","33",1983,1,1,90,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/10072610/Claudio-Bravo"
"1512",2017,"Barcelona","La Liga","Jasper Cillessen","NED","GK","27",1989,1,1,90,1,2,2,4,2,50,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/04ac8285/Jasper-Cillessen"
"1513",2017,"Barcelona","La Liga","Marc-André ter Stegen","GER","GK","24",1992,36,36,3240,36,33,0.92,154,121,78.6,27,6,3,13,36.1,0,0,0,0,NA,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
"1514",2017,"Bastia","Ligue 1","Paul Charruau","FRA","GK","23",1993,1,0,42,0.5,1,2.14,2,1,50,0,0,1,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/2511c7aa/Paul-Charruau"
"1515",2017,"Bastia","Ligue 1","Jean-Louis Leca","FRA","GK","30",1985,34,34,3017,33.5,43,1.28,144,101,72.9,8,9,16,8,23.5,8,4,3,1,42.9,"https://fbref.com/en/players/edbe46dc/Jean-Louis-Leca"
"1516",2017,"Bastia","Ligue 1","Alexis Thébaux","FRA","GK","31",1985,1,1,90,1,5,5,8,3,37.5,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/e8abe105/Alexis-Thebaux"
"1517",2017,"Bastia","Ligue 1","Thomas Vincensini","FRA","GK","22",1993,3,3,270,3,5,1.67,26,21,80.8,0,1,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/249f9a4c/Thomas-Vincensini"
"1518",2017,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","30",1986,26,26,2340,26,13,0.5,67,54,80.6,19,6,1,14,53.8,0,0,0,0,NA,"https://fbref.com/en/players/8778c910/Manuel-Neuer"
"1519",2017,"Bayern Munich","Bundesliga","Tom Starke","GER","GK","35",1981,3,3,270,3,5,1.67,17,12,76.5,3,0,0,1,33.3,2,1,1,0,50,"https://fbref.com/en/players/5b52d1f7/Tom-Starke"
"1520",2017,"Bayern Munich","Bundesliga","Sven Ulreich","GER","GK","27",1988,5,5,450,5,4,0.8,16,12,81.3,3,1,1,2,40,1,1,0,0,0,"https://fbref.com/en/players/7d3e7da6/Sven-Ulreich"
"1521",2017,"Betis","La Liga","Antonio Adán","ESP","GK","29",1987,37,37,3330,37,62,1.68,182,125,68.1,10,8,19,10,27,5,4,1,0,20,"https://fbref.com/en/players/65d62814/Antonio-Adan"
"1522",2017,"Betis","La Liga","Dani Giménez","ESP","GK","33",1983,1,1,90,1,2,2,5,3,60,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/7c218bf9/Dani-Gimenez"
"1523",2017,"Bologna","Serie A","Angelo da Costa Júnior","BRA","GK","32",1983,18,17,1541,17.1,26,1.52,88,62,73.9,4,4,9,1,5.9,3,3,0,0,0,"https://fbref.com/en/players/18736214/Angelo-da-Costa-Junior"
"1524",2017,"Bologna","Serie A","Antonio Mirante","ITA","GK","33",1983,21,21,1879,20.9,32,1.53,100,68,69,7,4,10,8,38.1,3,1,1,1,50,"https://fbref.com/en/players/30223b33/Antonio-Mirante"
"1525",2017,"Bordeaux","Ligue 1","Cédric Carrasso","FRA","GK","34",1981,24,24,2160,24,22,0.92,71,49,73.2,10,9,5,9,37.5,3,3,0,0,0,"https://fbref.com/en/players/17f5a888/Cedric-Carrasso"
"1526",2017,"Bordeaux","Ligue 1","Jérôme Prior","FRA","GK","20",1995,14,14,1260,14,21,1.5,68,47,70.6,5,5,4,4,28.6,1,1,0,0,0,"https://fbref.com/en/players/1061c207/Jerome-Prior"
"1527",2017,"Bournemouth","Premier League","Ryan Allsop","ENG","GK","24",1992,1,1,90,1,1,1,5,4,80,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/af615123/Ryan-Allsop"
"1528",2017,"Bournemouth","Premier League","Artur Boruc","POL","GK","36",1980,35,35,3150,35,63,1.8,176,113,65.3,11,9,15,9,25.7,4,2,2,0,50,"https://fbref.com/en/players/34ccf6fa/Artur-Boruc"
"1529",2017,"Bournemouth","Premier League","Adam Federici","AUS","GK","31",1985,2,2,180,2,3,1.5,8,5,62.5,1,0,1,1,50,1,0,0,1,NA,"https://fbref.com/en/players/e5ea8be7/Adam-Federici"
"1530",2017,"Burnley","Premier League","Tom Heaton","ENG","GK","30",1986,35,35,3150,35,48,1.37,189,141,76.7,11,7,17,10,28.6,5,4,1,0,20,"https://fbref.com/en/players/a6de6361/Tom-Heaton"
"1531",2017,"Burnley","Premier League","Paul Robinson","ENG","GK","36",1979,3,3,270,3,7,2.33,19,12,63.2,0,0,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/3515ba56/Paul-Robinson"
"1532",2017,"Caen","Ligue 1","Matthieu Dreyer","FRA","GK","27",1989,2,2,180,2,2,1,11,9,90.9,1,0,1,1,50,1,1,0,0,0,"https://fbref.com/en/players/fbf83734/Matthieu-Dreyer"
"1533",2017,"Caen","Ligue 1","Paul Reulet","FRA","GK","22",1994,3,2,197,2.2,8,3.65,16,8,50,0,1,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/5e643a62/Paul-Reulet"
"1534",2017,"Caen","Ligue 1","Rémy Vercoutre","FRA","GK","36",1980,34,34,3043,33.8,55,1.63,144,89,66.7,9,6,19,8,23.5,7,7,0,0,0,"https://fbref.com/en/players/1d0900d4/Remy-Vercoutre"
"1535",2017,"Cagliari","Serie A","Luca Crosta","ITA","GK","18",1998,1,1,90,1,1,1,7,6,100,1,0,0,0,0,2,1,1,0,50,"https://fbref.com/en/players/a4ec7d09/Luca-Crosta"
"1536",2017,"Cagliari","Serie A","Gabriel","BRA","GK","23",1992,3,3,270,3,5,1.67,13,8,69.2,1,1,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/f93ed0df/Gabriel"
"1537",2017,"Cagliari","Serie A","Rafael","BRA","GK","34",1982,21,19,1802,20,32,1.6,105,73,71.4,9,2,9,3,15.8,5,2,2,1,50,"https://fbref.com/en/players/dd06d56c/Rafael"
"1538",2017,"Cagliari","Serie A","Marco Storari","ITA","GK","39",1977,15,15,1256,14,36,2.58,89,53,62.9,3,2,9,0,0,4,3,0,1,0,"https://fbref.com/en/players/fb5eb6e0/Marco-Storari"
"1539",2017,"Celta Vigo","La Liga","Sergio Álvarez","ESP","GK","29",1986,26,26,2340,26,51,1.96,137,90,65.7,8,3,15,5,19.2,5,4,0,1,0,"https://fbref.com/en/players/8875b8c9/Sergio-Alvarez"
"1540",2017,"Celta Vigo","La Liga","Rubén Blanco","ESP","GK","21",1995,11,11,990,11,15,1.36,40,30,75,5,3,3,2,18.2,5,5,0,0,0,"https://fbref.com/en/players/967f34d3/Ruben-Blanco"
"1541",2017,"Celta Vigo","La Liga","Iván Villar","ESP","GK","19",1997,1,1,90,1,3,3,4,1,25,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/cde52ef5/Ivan-Villar"
"1542",2017,"Chelsea","Premier League","Asmir Begović","BIH","GK","29",1987,2,2,180,2,5,2.5,6,1,16.7,1,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/7b4de647/Asmir-Begovic"
"1543",2017,"Chelsea","Premier League","Thibaut Courtois","BEL","GK","24",1992,36,36,3240,36,28,0.78,99,71,73.7,29,3,4,16,44.4,2,2,0,0,0,"https://fbref.com/en/players/1840e36d/Thibaut-Courtois"
"1544",2017,"Chievo","Serie A","Andrea Seculin","ITA","GK","26",1990,4,4,360,4,9,2.25,30,21,70,0,0,4,0,0,0,0,0,0,NA,"https://fbref.com/en/players/c4f573f4/Andrea-Seculin"
"1545",2017,"Chievo","Serie A","Stefano Sorrentino","ITA","GK","37",1979,34,34,3060,34,52,1.53,158,106,69.6,12,7,15,10,29.4,6,4,0,2,0,"https://fbref.com/en/players/048877f5/Stefano-Sorrentino"
"1546",2017,"Crotone","Serie A","Alex Cordaz","ITA","GK","33",1983,36,36,3236,36,54,1.5,203,149,76.4,9,7,20,4,11.1,9,6,2,1,25,"https://fbref.com/en/players/e66ebabb/Alex-Cordaz"
"1547",2017,"Crotone","Serie A","Marco Festa","ITA","GK","24",1992,3,2,184,2,4,1.96,13,9,69.2,0,0,2,0,0,1,0,0,1,NA,"https://fbref.com/en/players/c195ae4a/Marco-Festa"
"1548",2017,"Crystal Palace","Premier League","Wayne Hennessey","WAL","GK","29",1987,29,29,2610,29,46,1.59,133,87,66.9,9,3,17,7,24.1,2,2,0,0,0,"https://fbref.com/en/players/76eca7e2/Wayne-Hennessey"
"1549",2017,"Crystal Palace","Premier League","Steve Mandanda","FRA","GK","31",1985,9,9,810,9,17,1.89,43,26,60.5,3,2,4,0,0,0,0,0,0,NA,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
"1550",2017,"Darmstadt 98","Bundesliga","Michael Esser","GER","GK","28",1987,28,28,2484,27.6,50,1.81,144,94,68.8,6,3,19,3,10.7,7,5,1,1,16.7,"https://fbref.com/en/players/83e0eeb4/Michael-Esser"
"1551",2017,"Darmstadt 98","Bundesliga","Daniel Heuer Fernandes","POR","GK","23",1992,7,6,576,6.4,13,2.03,43,30,72.1,1,1,4,0,0,1,1,0,0,0,"https://fbref.com/en/players/0c1f8f71/Daniel-Heuer-Fernandes"
"1552",2017,"Dijon","Ligue 1","Benjamin Leroy","FRA","GK","27",1989,1,1,90,1,0,0,2,2,100,0,1,0,1,100,1,0,0,1,NA,"https://fbref.com/en/players/1e7aea56/Benjamin-Leroy"
"1553",2017,"Dijon","Ligue 1","Baptiste Reynet","FRA","GK","25",1990,37,37,3330,37,58,1.57,198,140,75.3,8,12,17,9,24.3,11,9,1,1,10,"https://fbref.com/en/players/bcf1b2e9/Baptiste-Reynet"
"1554",2017,"Dortmund","Bundesliga","Roman Bürki","SUI","GK","25",1990,27,27,2430,27,29,1.07,97,68,72.2,16,6,5,9,33.3,2,2,0,0,0,"https://fbref.com/en/players/9d12e142/Roman-Burki"
"1555",2017,"Dortmund","Bundesliga","Roman Weidenfeller","GER","GK","35",1980,7,7,630,7,11,1.57,28,17,60.7,2,4,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/16b8fabd/Roman-Weidenfeller"
"1556",2017,"Eibar","La Liga","Markel Areitio","ESP","GK","19",1996,1,0,45,0.5,0,0,2,2,100,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/f6d651a5/Markel-Areitio"
"1557",2017,"Eibar","La Liga","Asier Riesgo","ESP","GK","32",1983,16,16,1252,13.9,19,1.37,48,32,66.7,7,3,6,4,25,3,3,0,0,0,"https://fbref.com/en/players/581c5276/Asier-Riesgo"
"1558",2017,"Eibar","La Liga","Yoel","ESP","GK","27",1988,25,22,2116,23.5,32,1.36,102,73,70.6,8,6,8,7,31.8,3,2,1,0,33.3,"https://fbref.com/en/players/61bb7498/Yoel"
"1559",2017,"Eint Frankfurt","Bundesliga","Lukáš Hrádecký","FIN","GK","26",1989,33,33,2883,32,40,1.25,111,71,66.7,10,9,13,10,30.3,4,3,0,1,0,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
"1560",2017,"Eint Frankfurt","Bundesliga","Heinz Lindner","AUT","GK","26",1990,2,1,175,1.9,3,1.54,9,6,66.7,1,0,1,1,100,0,0,0,0,NA,"https://fbref.com/en/players/0bfaa3b2/Heinz-Lindner"
"1561",2017,"Empoli","Serie A","Alberto Pelagotti","ITA","GK","26",1989,3,3,270,3,5,1.67,13,8,61.5,0,0,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/3101c3ce/Alberto-Pelagotti"
"1562",2017,"Empoli","Serie A","Łukasz Skorupski","POL","GK","25",1991,35,35,3150,35,56,1.6,199,143,74.4,8,8,19,10,28.6,9,5,3,1,37.5,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski"
"1563",2017,"Espanyol","La Liga","Diego López","ESP","GK","34",1981,35,35,3113,34.6,38,1.1,153,117,76.5,15,9,11,11,31.4,2,2,0,0,0,"https://fbref.com/en/players/73683fa9/Diego-Lopez"
"1564",2017,"Espanyol","La Liga","Roberto","ESP","GK","30",1986,4,3,307,3.4,12,3.52,22,10,45.5,0,2,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/ba3ca78f/Roberto"
"1565",2017,"Everton","Premier League","Joel Robles","ESP","GK","26",1990,20,19,1737,19.3,20,1.04,80,60,77.5,12,4,3,10,52.6,2,2,0,0,0,"https://fbref.com/en/players/cda0b317/Joel-Robles"
"1566",2017,"Everton","Premier League","Maarten Stekelenburg","NED","GK","33",1982,19,19,1683,18.7,24,1.28,68,44,66.2,5,6,8,3,15.8,3,1,1,1,50,"https://fbref.com/en/players/fefce889/Maarten-Stekelenburg"
"1567",2017,"Fiorentina","Serie A","Bartłomiej Drągowski","POL","GK","18",1997,1,1,90,1,2,2,6,4,66.7,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski"
"1568",2017,"Fiorentina","Serie A","Luca Lezzerini","ITA","GK","21",1995,1,0,51,0.6,0,0,2,2,100,1,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/c9c32262/Luca-Lezzerini"
"1569",2017,"Fiorentina","Serie A","Marco Sportiello","ITA","GK","24",1992,2,2,180,2,4,2,6,2,50,1,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/ac4003af/Marco-Sportiello"
"1570",2017,"Fiorentina","Serie A","Ciprian Tătărușanu","ROU","GK","30",1986,35,35,3099,34.4,51,1.48,156,105,69.9,14,10,10,11,31.4,5,4,0,1,0,"https://fbref.com/en/players/b056e3da/Ciprian-Tatarusanu"
"1571",2017,"Freiburg","Bundesliga","Alexander Schwolow","GER","GK","24",1992,34,34,3060,34,60,1.76,165,105,66.1,14,6,14,6,17.6,6,4,2,0,33.3,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow"
"1572",2017,"Genoa","Serie A","Eugenio Lamanna","ITA","GK","26",1989,21,20,1883,20.9,37,1.77,95,58,62.1,5,4,12,2,10,3,1,1,1,50,"https://fbref.com/en/players/349601c3/Eugenio-Lamanna"
"1573",2017,"Genoa","Serie A","Mattia Perin","ITA","GK","23",1992,16,16,1357,15.1,19,1.26,55,36,69.1,4,5,6,6,37.5,4,2,1,1,33.3,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
"1574",2017,"Genoa","Serie A","Rubinho","BRA","GK","33",1982,2,2,180,2,8,4,16,8,56.3,0,0,2,0,0,1,1,0,0,0,"https://fbref.com/en/players/19aeb20a/Rubinho"
"1575",2017,"Granada","La Liga","Guillermo Ochoa","MEX","GK","31",1985,38,38,3420,38,82,2.16,242,163,66.9,4,8,26,3,7.9,4,2,1,1,33.3,"https://fbref.com/en/players/1e9bde92/Guillermo-Ochoa"
"1576",2017,"Guingamp","Ligue 1","Théo Guivarch","FRA","GK","20",1995,1,0,50,0.6,2,3.6,4,2,75,0,0,1,0,NA,1,1,0,0,0,"https://fbref.com/en/players/abddecab/Theo-Guivarch"
"1577",2017,"Guingamp","Ligue 1","Karl-Johan Johnsson","SWE","GK","26",1990,37,37,3280,36.4,51,1.4,153,102,70.6,13,8,15,8,21.6,10,6,2,2,25,"https://fbref.com/en/players/a56bd2ee/Karl-Johan-Johnsson"
