"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
"1578",2017,"Guingamp","Ligue 1","Romain Salin","FRA","GK","32",1984,1,1,90,1,0,0,3,3,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/74733221/Romain-Salin"
"1579",2017,"Hamburger SV","Bundesliga","René Adler","GER","GK","31",1985,19,19,1710,19,38,2,87,49,59.8,5,4,10,5,26.3,6,3,1,2,25,"https://fbref.com/en/players/f71890f5/Rene-Adler"
"1580",2017,"Hamburger SV","Bundesliga","Christian Mathenia","GER","GK","24",1992,14,14,1260,14,19,1.36,58,39,70.7,5,4,5,3,21.4,2,2,0,0,0,"https://fbref.com/en/players/4a15e95b/Christian-Mathenia"
"1581",2017,"Hamburger SV","Bundesliga","Tom Mickel","GER","GK","27",1989,1,1,90,1,4,4,9,5,55.6,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/1238d5c3/Tom-Mickel"
"1582",2017,"Hertha BSC","Bundesliga","Rune Jarstein","NOR","GK","31",1984,34,34,3060,34,47,1.38,150,103,71.3,15,4,15,11,32.4,5,4,1,0,20,"https://fbref.com/en/players/27d2618c/Rune-Jarstein"
"1583",2017,"Hoffenheim","Bundesliga","Oliver Baumann","GER","GK","26",1990,34,34,3060,34,37,1.09,150,113,76,16,14,4,12,35.3,3,1,1,1,50,"https://fbref.com/en/players/47064058/Oliver-Baumann"
"1584",2017,"Hull City","Premier League","Eldin Jakupović","SUI","GK","31",1984,22,22,1980,22,36,1.64,107,71,70.1,8,4,10,5,22.7,7,4,2,1,33.3,"https://fbref.com/en/players/1148323a/Eldin-Jakupovic"
"1585",2017,"Hull City","Premier League","David Marshall","SCO","GK","31",1985,16,16,1440,16,44,2.75,107,63,65.4,1,3,12,0,0,7,7,0,0,0,"https://fbref.com/en/players/4d93d433/David-Marshall"
"1586",2017,"Ingolstadt 04","Bundesliga","Martin Hansen","DEN","GK","26",1990,23,23,2037,22.6,34,1.5,98,64,70.4,8,5,10,3,13,6,5,1,0,16.7,"https://fbref.com/en/players/aaea3903/Martin-Hansen"
"1587",2017,"Ingolstadt 04","Bundesliga","Ørjan Nyland","NOR","GK","25",1990,12,11,1023,11.4,23,2.02,62,39,66.1,0,3,8,0,0,2,2,0,0,0,"https://fbref.com/en/players/bdedffac/Orjan-Nyland"
"1588",2017,"Inter","Serie A","Samir Handanović","SVN","GK","32",1984,37,37,3330,37,47,1.27,157,110,73.2,18,5,14,9,24.3,6,5,1,0,16.7,"https://fbref.com/en/players/74419746/Samir-Handanovic"
"1589",2017,"Inter","Serie A","Juan Pablo Carrizo","ARG","GK","32",1984,1,1,90,1,2,2,4,2,50,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/04e6e152/Juan-Pablo-Carrizo"
"1590",2017,"Juventus","Serie A","Emil Audero","ITA","GK","19",1997,1,1,90,1,1,1,2,1,50,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/649b01d8/Emil-Audero"
"1591",2017,"Juventus","Serie A","Gianluigi Buffon","ITA","GK","38",1978,30,30,2655,29.5,24,0.81,91,67,74.7,22,3,5,12,40,1,1,0,0,0,"https://fbref.com/en/players/e40d028b/Gianluigi-Buffon"
"1592",2017,"Juventus","Serie A","Neto","BRA","GK","27",1989,8,7,675,7.5,2,0.27,15,13,86.7,6,1,0,5,71.4,0,0,0,0,NA,"https://fbref.com/en/players/a9dc785c/Neto"
"1593",2017,"Köln","Bundesliga","Timo Horn","GER","GK","23",1993,20,20,1800,20,24,1.2,91,67,76.9,9,6,5,6,30,3,3,0,0,0,"https://fbref.com/en/players/3cd9e95a/Timo-Horn"
"1594",2017,"Köln","Bundesliga","Thomas Kessler","GER","GK","30",1986,13,13,1170,13,18,1.38,64,46,73.4,3,6,4,3,23.1,1,1,0,0,0,"https://fbref.com/en/players/3967d651/Thomas-Kessler"
"1595",2017,"Köln","Bundesliga","Sven Müller","GER","GK","20",1996,1,1,90,1,0,0,4,4,100,0,1,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/fdc1498c/Sven-Muller"
"1596",2017,"La Coruña","La Liga","Germán Lux","ARG","GK","34",1982,25,25,2205,24.5,38,1.55,111,75,67.6,5,7,13,6,24,2,2,0,0,0,"https://fbref.com/en/players/14ed837f/German-Lux"
"1597",2017,"La Coruña","La Liga","Davy Roef","BEL","GK","22",1994,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/6fe2aba3/Davy-Roef"
"1598",2017,"La Coruña","La Liga","Przemysław Tytoń","POL","GK","29",1987,13,12,1125,12.5,23,1.84,53,31,58.5,2,5,5,2,16.7,1,1,0,0,0,"https://fbref.com/en/players/1fa85681/Przemyslaw-Tyton"
"1599",2017,"Las Palmas","La Liga","Raúl Lizoain","ESP","GK","25",1991,13,13,1170,13,27,2.08,57,34,59.6,3,4,6,3,23.1,4,4,0,0,0,"https://fbref.com/en/players/f69e9eee/Raul-Lizoain"
"1600",2017,"Las Palmas","La Liga","Javi Varas","ESP","GK","33",1982,25,25,2250,25,47,1.88,108,68,63,7,5,13,2,8,7,7,0,0,0,"https://fbref.com/en/players/6db3da37/Javi-Varas"
"1601",2017,"Lazio","Serie A","Federico Marchetti","ITA","GK","33",1983,17,17,1485,16.5,22,1.33,76,54,72.4,9,4,4,2,11.8,5,1,2,2,66.7,"https://fbref.com/en/players/f794b426/Federico-Marchetti"
"1602",2017,"Lazio","Serie A","Thomas Strakosha","ALB","GK","21",1995,21,20,1845,20.5,26,1.27,86,60,74.4,12,3,5,6,30,4,4,0,0,0,"https://fbref.com/en/players/339fe0e8/Thomas-Strakosha"
"1603",2017,"Lazio","Serie A","Ivan Vargić","CRO","GK","29",1987,1,1,90,1,3,3,6,3,50,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/4d64b28e/Ivan-Vargic"
"1604",2017,"Leganés","La Liga","Jon Ander Serantes","ESP","GK","26",1989,13,13,1110,12.3,22,1.78,50,31,62,4,1,8,4,30.8,3,3,0,0,0,"https://fbref.com/en/players/983ccabe/Jon-Ander-Serantes"
"1605",2017,"Leganés","La Liga","Diego Barrios","ESP","GK","22",1994,1,0,61,0.7,1,1.48,2,1,50,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/ca8ea008/Diego-Barrios"
"1606",2017,"Leganés","La Liga","Alberto Brignoli","ITA","GK","24",1991,1,0,60,0.7,3,4.5,3,0,0,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/6989550f/Alberto-Brignoli"
"1607",2017,"Leganés","La Liga","Nereo Champagne","ARG","GK","31",1985,4,4,360,4,4,1,16,12,75,0,3,1,1,25,0,0,0,0,NA,"https://fbref.com/en/players/7a9fae62/Nereo-Champagne"
"1608",2017,"Leganés","La Liga","Iago Herrerín","ESP","GK","28",1988,21,21,1825,20.3,25,1.23,66,45,66.7,4,7,10,6,28.6,4,3,1,0,25,"https://fbref.com/en/players/9109185e/Iago-Herrerin"
"1609",2017,"Leicester City","Premier League","Kasper Schmeichel","DEN","GK","29",1986,30,30,2666,29.6,47,1.59,157,110,72,10,7,13,8,26.7,3,3,0,0,0,"https://fbref.com/en/players/53af52f3/Kasper-Schmeichel"
"1610",2017,"Leicester City","Premier League","Ron-Robert Zieler","GER","GK","27",1989,9,8,754,8.4,16,1.91,33,17,51.5,2,1,5,1,12.5,0,0,0,0,NA,"https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler"
"1611",2017,"Leverkusen","Bundesliga","Bernd Leno","GER","GK","24",1992,34,34,3060,34,55,1.62,160,105,67.5,11,8,15,6,17.6,3,3,0,0,0,"https://fbref.com/en/players/2628fd2b/Bernd-Leno"
"1612",2017,"Lille","Ligue 1","Vincent Enyeama","NGA","GK","33",1982,32,32,2854,31.7,40,1.26,125,85,71.2,10,7,15,8,25,6,4,1,1,20,"https://fbref.com/en/players/62156b6a/Vincent-Enyeama"
"1613",2017,"Lille","Ligue 1","Mike Maignan","FRA","GK","21",1995,7,6,566,6.3,7,1.11,28,21,75,3,0,3,3,50,0,0,0,0,NA,"https://fbref.com/en/players/fcb38f57/Mike-Maignan"
"1614",2017,"Liverpool","Premier League","Loris Karius","GER","GK","23",1993,10,10,900,10,12,1.2,32,20,65.6,6,3,1,3,30,1,1,0,0,0,"https://fbref.com/en/players/32e7ce92/Loris-Karius"
"1615",2017,"Liverpool","Premier League","Simon Mignolet","BEL","GK","28",1988,28,28,2520,28,30,1.07,82,52,65.9,16,7,5,9,32.1,4,2,2,0,50,"https://fbref.com/en/players/d436eb94/Simon-Mignolet"
"1616",2017,"Lorient","Ligue 1","Paul Delecroix","FRA","GK","27",1988,7,7,630,7,18,2.57,39,21,59,2,2,3,0,0,2,2,0,0,0,"https://fbref.com/en/players/2ee1b96b/Paul-Delecroix"
"1617",2017,"Lorient","Ligue 1","Benjamin Lecomte","FRA","GK","25",1991,31,31,2790,31,52,1.68,162,110,69.1,8,4,19,4,12.9,4,2,1,1,33.3,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte"
"1618",2017,"Lyon","Ligue 1","Mathieu Gorgelin","FRA","GK","25",1990,1,1,90,1,2,2,4,2,50,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/4d3e9033/Mathieu-Gorgelin"
"1619",2017,"Lyon","Ligue 1","Anthony Lopes","POR","GK","25",1990,37,37,3330,37,46,1.24,141,95,70.9,19,4,13,12,32.4,6,5,1,0,16.7,"https://fbref.com/en/players/f00de885/Anthony-Lopes"
"1620",2017,"M'Gladbach","Bundesliga","Yann Sommer","SUI","GK","27",1988,34,34,3060,34,49,1.44,146,97,69.2,12,9,13,10,29.4,5,4,0,1,0,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
"1621",2017,"Mainz 05","Bundesliga","Jannik Huth","GER","GK","22",1994,7,7,630,7,9,1.29,26,17,65.4,2,2,3,2,28.6,0,0,0,0,NA,"https://fbref.com/en/players/e8fd2e5b/Jannik-Huth"
"1622",2017,"Mainz 05","Bundesliga","Jonas Lössl","DEN","GK","27",1989,27,27,2430,27,46,1.7,134,88,67.9,8,5,14,5,18.5,4,3,1,0,25,"https://fbref.com/en/players/939bc634/Jonas-Lossl"
"1623",2017,"Málaga","La Liga","Denys Boyko","UKR","GK","28",1988,3,3,270,3,7,2.33,10,3,30,0,2,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/1e064bfb/Denys-Boyko"
"1624",2017,"Málaga","La Liga","Carlos Kameni","CMR","GK","32",1984,35,35,3150,35,48,1.37,133,92,68.4,12,8,15,8,22.9,7,6,1,0,14.3,"https://fbref.com/en/players/867c7fb3/Carlos-Kameni"
"1625",2017,"Manchester City","Premier League","Claudio Bravo","CHI","GK","33",1983,22,22,1968,21.9,26,1.19,60,34,56.7,12,5,5,5,22.7,1,0,1,0,100,"https://fbref.com/en/players/10072610/Claudio-Bravo"
"1626",2017,"Manchester City","Premier League","Willy Caballero","ARG","GK","34",1981,17,16,1452,16.1,13,0.81,45,32,75.6,11,4,1,6,37.5,4,2,0,2,0,"https://fbref.com/en/players/a179d516/Willy-Caballero"
"1627",2017,"Manchester Utd","Premier League","Joel Castro Pereira","POR","GK","20",1996,1,1,90,1,0,0,3,3,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/881e5db7/Joel-Castro-Pereira"
"1628",2017,"Manchester Utd","Premier League","David de Gea","ESP","GK","25",1990,35,35,3150,35,29,0.83,103,74,75.7,16,14,5,14,40,4,4,0,0,0,"https://fbref.com/en/players/7ba6d84e/David-de-Gea"
"1629",2017,"Manchester Utd","Premier League","Sergio Romero","ARG","GK","29",1987,2,2,180,2,0,0,10,10,100,1,1,0,2,100,1,0,1,0,100,"https://fbref.com/en/players/1e26e376/Sergio-Romero"
"1630",2017,"Marseille","Ligue 1","Yohann Pelé","FRA","GK","33",1982,38,38,3420,38,41,1.08,163,122,76.1,17,11,10,18,47.4,2,2,0,0,0,"https://fbref.com/en/players/76806215/Yohann-Pele"
"1631",2017,"Metz","Ligue 1","Thomas Didillon","FRA","GK","20",1995,32,32,2880,32,64,2,192,128,69.3,9,8,15,9,28.1,6,5,1,0,16.7,"https://fbref.com/en/players/a3d524cb/Thomas-Didillon"
"1632",2017,"Metz","Ligue 1","Eiji Kawashima","JPN","GK","33",1983,5,5,450,5,6,1.2,23,17,73.9,2,1,2,1,20,1,0,1,0,100,"https://fbref.com/en/players/a4527d33/Eiji-Kawashima"
"1633",2017,"Metz","Ligue 1","David Oberhauser","FRA","GK","25",1990,1,1,90,1,2,2,4,2,50,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/34d3a32e/David-Oberhauser"
"1634",2017,"Middlesbrough","Premier League","Brad Guzan","USA","GK","31",1984,10,10,900,10,17,1.7,53,36,69.8,2,3,5,3,30,2,1,0,1,0,"https://fbref.com/en/players/d899e3bf/Brad-Guzan"
"1635",2017,"Middlesbrough","Premier League","Víctor Valdés","ESP","GK","34",1982,28,28,2520,28,36,1.29,118,82,72,3,10,15,8,28.6,3,3,0,0,0,"https://fbref.com/en/players/e029e404/Victor-Valdes"
"1636",2017,"Milan","Serie A","Gianluigi Donnarumma","ITA","GK","17",1999,38,38,3420,38,45,1.18,189,144,78.8,18,9,11,12,31.6,10,5,2,3,28.6,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma"
"1637",2017,"Monaco","Ligue 1","Loic Badiashile","FRA","GK","18",1998,1,0,45,0.5,0,0,2,2,150,1,0,0,1,NA,1,1,0,0,0,"https://fbref.com/en/players/34e38ddf/Loic-Badiashile"
"1638",2017,"Monaco","Ligue 1","Morgan De Sanctis","ITA","GK","39",1977,1,1,90,1,1,1,3,2,66.7,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/83228343/Morgan-De-Sanctis"
"1639",2017,"Monaco","Ligue 1","Danijel Subašić","CRO","GK","31",1984,36,36,3240,36,28,0.78,112,84,76.8,28,5,3,17,47.2,4,2,2,0,50,"https://fbref.com/en/players/f6db3bd5/Danijel-Subasic"
"1640",2017,"Monaco","Ligue 1","Seydou Sy","SEN","GK","20",1995,1,1,45,0.5,0,0,1,1,100,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/8417953b/Seydou-Sy"
"1641",2017,"Montpellier","Ligue 1","Geoffrey Jourdren","FRA","GK","30",1986,13,13,1170,13,28,2.15,64,36,60.9,3,4,6,1,7.7,3,3,0,0,0,"https://fbref.com/en/players/aaa7b6bf/Geoffrey-Jourdren"
"1642",2017,"Montpellier","Ligue 1","Laurent Pionnier","FRA","GK","34",1982,25,25,2250,25,38,1.52,106,68,67.9,7,5,13,6,24,4,4,0,0,0,"https://fbref.com/en/players/05856228/Laurent-Pionnier"
"1643",2017,"Nancy","Ligue 1","Sergei Chernik","BLR","GK","28",1988,17,15,1377,15.3,21,1.37,67,46,73.1,3,3,9,5,33.3,3,3,0,0,0,"https://fbref.com/en/players/a66ec2d0/Sergei-Chernik"
"1644",2017,"Nancy","Ligue 1","Guy N'dy Assembé","CMR","GK","30",1986,23,23,2043,22.7,31,1.37,103,72,73.8,6,5,12,6,26.1,5,4,1,0,20,"https://fbref.com/en/players/b41e280e/Guy-Ndy-Assembe"
"1645",2017,"Nantes","Ligue 1","Maxime Dupé","FRA","GK","23",1993,16,16,1440,16,20,1.25,63,43,73,8,3,5,5,31.3,3,3,0,0,0,"https://fbref.com/en/players/0e12089d/Maxime-Dupe"
"1646",2017,"Nantes","Ligue 1","Rémy Riou","FRA","GK","28",1987,22,22,1980,22,34,1.55,88,54,68.2,6,6,10,5,22.7,6,6,0,0,0,"https://fbref.com/en/players/7f41ee30/Remy-Riou"
"1647",2017,"Napoli","Serie A","Rafael Cabral","BRA","GK","26",1990,1,1,90,1,0,0,1,1,100,0,1,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/806f7a26/Rafael-Cabral"
"1648",2017,"Napoli","Serie A","Pepe Reina","ESP","GK","33",1982,37,37,3330,37,38,1.03,124,86,71.8,26,7,4,12,32.4,4,3,1,0,25,"https://fbref.com/en/players/e358587b/Pepe-Reina"
"1649",2017,"Nice","Ligue 1","Walter Benítez","ARG","GK","23",1993,3,2,215,2.4,1,0.42,6,5,83.3,0,2,0,1,50,0,0,0,0,NA,"https://fbref.com/en/players/8a2248b4/Walter-Benitez"
"1650",2017,"Nice","Ligue 1","Yoan Cardinale","FRA","GK","22",1994,36,36,3205,35.6,35,0.98,154,119,79.9,22,10,4,11,30.6,4,4,0,0,0,"https://fbref.com/en/players/950ff24d/Yoan-Cardinale"
"1651",2017,"Osasuna","La Liga","Álvaro Fernández","ESP","GK","18",1998,1,0,45,0.5,0,0,1,1,100,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/f127d782/Alvaro-Fernandez"
"1652",2017,"Osasuna","La Liga","Mario Fernández","ESP","GK","28",1988,7,7,585,6.5,14,2.15,29,18,55.2,0,4,3,1,14.3,3,1,2,0,66.7,"https://fbref.com/en/players/02c89cb6/Mario-Fernandez"
"1653",2017,"Osasuna","La Liga","Nauzet Pérez","ESP","GK","31",1985,13,13,1170,13,29,2.23,66,38,57.6,1,3,9,0,0,1,1,0,0,0,"https://fbref.com/en/players/d7ffd345/Nauzet-Perez"
"1654",2017,"Osasuna","La Liga","Salvatore Sirigu","ITA","GK","29",1987,18,18,1620,18,51,2.83,97,49,49.5,3,3,12,1,5.6,4,2,1,1,33.3,"https://fbref.com/en/players/10dc46f0/Salvatore-Sirigu"
"1655",2017,"Palermo","Serie A","Andrea Fulignati","ITA","GK","21",1994,9,9,810,9,14,1.56,44,30,70.5,3,2,4,3,33.3,1,1,0,0,0,"https://fbref.com/en/players/195f5e38/Andrea-Fulignati"
"1656",2017,"Palermo","Serie A","Josip Posavec","CRO","GK","20",1996,29,29,2610,29,63,2.17,166,103,65.1,3,6,20,2,6.9,5,5,0,0,0,"https://fbref.com/en/players/72624a76/Josip-Posavec"
"1657",2017,"Paris S-G","Ligue 1","Alphonse Areola","FRA","GK","23",1993,15,14,1297,14.4,14,0.97,35,21,62.9,9,2,3,6,42.9,1,1,0,0,0,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
"1658",2017,"Paris S-G","Ligue 1","Kevin Trapp","GER","GK","26",1990,24,24,2123,23.6,13,0.55,55,42,78.2,18,4,2,15,62.5,2,1,1,0,50,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
"1659",2017,"Pescara","Serie A","Albano Bizzarri","ARG","GK","38",1977,29,29,2610,29,68,2.34,169,101,62.7,1,6,22,2,6.9,5,5,0,0,0,"https://fbref.com/en/players/32b9b5fa/Albano-Bizzarri"
"1660",2017,"Pescara","Serie A","Vincenzo Fiorillo","ITA","GK","26",1990,9,9,810,9,15,1.67,42,27,66.7,1,3,5,1,11.1,1,1,0,0,0,"https://fbref.com/en/players/a2565f79/Vincenzo-Fiorillo"
"1661",2017,"RB Leipzig","Bundesliga","Fabio Coltorti","SUI","GK","35",1980,1,1,90,1,0,0,2,2,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/6695cec2/Fabio-Coltorti"
"1662",2017,"RB Leipzig","Bundesliga","Péter Gulácsi","HUN","GK","26",1990,33,33,2970,33,39,1.18,102,63,64.7,19,7,7,9,27.3,5,3,2,0,40,"https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi"
"1663",2017,"Real Madrid","La Liga","Kiko Casilla","ESP","GK","29",1986,11,11,990,11,10,0.91,30,22,70,9,2,0,5,45.5,2,1,1,0,50,"https://fbref.com/en/players/58bc7d18/Kiko-Casilla"
"1664",2017,"Real Madrid","La Liga","Keylor Navas","CRC","GK","29",1986,27,27,2430,27,31,1.15,113,83,73.5,20,4,3,5,18.5,2,1,0,1,0,"https://fbref.com/en/players/ecada4fc/Keylor-Navas"
"1665",2017,"Real Sociedad","La Liga","Gerónimo Rulli","ARG","GK","24",1992,38,38,3420,38,53,1.39,156,108,68.6,19,7,12,10,26.3,7,4,1,2,20,"https://fbref.com/en/players/625c144a/Geronimo-Rulli"
"1666",2017,"Rennes","Ligue 1","Benoît Costil","FRA","GK","29",1987,38,38,3420,38,42,1.11,143,101,71.3,12,14,12,12,31.6,4,1,1,2,50,"https://fbref.com/en/players/2434f24a/Benoit-Costil"
"1667",2017,"Roma","Serie A","Wojciech Szczęsny","POL","GK","26",1990,38,38,3420,38,38,1,154,116,76.6,28,3,7,14,36.8,4,2,2,0,50,"https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny"
"1668",2017,"Saint-Étienne","Ligue 1","Anthony Maisonnial","FRA","GK","18",1998,2,1,168,1.9,2,1.07,12,10,83.3,0,1,1,1,100,0,0,0,0,NA,"https://fbref.com/en/players/108bb1e1/Anthony-Maisonnial"
"1669",2017,"Saint-Étienne","Ligue 1","Jessy Moulin","FRA","GK","30",1986,6,6,460,5.1,3,0.59,26,23,88.5,3,1,1,2,33.3,0,0,0,0,NA,"https://fbref.com/en/players/28a65a2c/Jessy-Moulin"
"1670",2017,"Saint-Étienne","Ligue 1","Stéphane Ruffier","FRA","GK","29",1986,31,31,2790,31,37,1.19,134,97,73.9,9,12,10,11,35.5,4,2,2,0,50,"https://fbref.com/en/players/cac76a72/Stephane-Ruffier"
"1671",2017,"Sampdoria","Serie A","Christian Puggioni","ITA","GK","35",1981,21,21,1890,21,35,1.67,112,77,72.3,5,7,9,4,19,5,4,1,0,20,"https://fbref.com/en/players/b39dfab0/Christian-Puggioni"
"1672",2017,"Sampdoria","Serie A","Emiliano Viviano","ITA","GK","30",1985,17,17,1530,17,20,1.18,68,48,73.5,7,5,5,3,17.6,3,2,1,0,33.3,"https://fbref.com/en/players/03760df0/Emiliano-Viviano"
"1673",2017,"Sassuolo","Serie A","Andrea Consigli","ITA","GK","29",1987,37,37,3330,37,56,1.51,191,135,73.3,14,7,16,7,18.9,8,5,2,1,28.6,"https://fbref.com/en/players/8cabdc1e/Andrea-Consigli"
"1674",2017,"Schalke 04","Bundesliga","Ralf Fährmann","GER","GK","27",1988,34,34,3060,34,40,1.18,118,78,71.2,11,10,13,8,23.5,10,6,4,0,40,"https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann"
"1675",2017,"Sevilla","La Liga","Sergio Rico","ESP","GK","22",1993,35,35,3150,35,45,1.29,152,111,72.4,20,8,7,12,34.3,4,3,1,0,25,"https://fbref.com/en/players/5f0241b2/Sergio-Rico"
"1676",2017,"Sevilla","La Liga","Salvatore Sirigu","ITA","GK","29",1987,2,2,177,2,3,1.53,7,5,71.4,0,1,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/10dc46f0/Salvatore-Sirigu"
"1677",2017,"Sevilla","La Liga","David Soria","ESP","GK","23",1993,1,1,90,1,0,0,2,2,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/8f8c6934/David-Soria"
"1678",2017,"Southampton","Premier League","Fraser Forster","ENG","GK","28",1988,38,38,3420,38,48,1.26,130,82,67.7,12,10,16,14,36.8,9,6,1,2,14.3,"https://fbref.com/en/players/c3e39f12/Fraser-Forster"
"1679",2017,"Sporting Gijón","La Liga","Iván Cuéllar","ESP","GK","32",1984,36,36,3240,36,69,1.92,184,123,65.8,6,10,20,7,19.4,8,6,2,0,25,"https://fbref.com/en/players/75751c99/Ivan-Cuellar"
"1680",2017,"Sporting Gijón","La Liga","Diego Mariño","ESP","GK","26",1990,2,2,180,2,3,1.5,11,9,81.8,1,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/d9235a45/Diego-Marino"
"1681",2017,"Stoke City","Premier League","Jack Butland","ENG","GK","23",1993,5,5,450,5,8,1.6,24,16,66.7,1,2,2,2,40,0,0,0,0,NA,"https://fbref.com/en/players/cc70a1d5/Jack-Butland"
"1682",2017,"Stoke City","Premier League","Shay Given","IRL","GK","40",1976,5,5,450,5,14,2.8,33,19,60.6,0,1,4,0,0,2,1,1,0,50,"https://fbref.com/en/players/0db918ff/Shay-Given"
"1683",2017,"Stoke City","Premier League","Lee Grant","ENG","GK","33",1983,28,28,2520,28,34,1.21,123,89,72.4,10,8,10,9,32.1,0,0,0,0,NA,"https://fbref.com/en/players/9dab6e3b/Lee-Grant"
"1684",2017,"Sunderland","Premier League","Vito Mannone","ITA","GK","28",1988,9,9,810,9,19,2.11,59,40,71.2,1,2,6,2,22.2,2,2,0,0,0,"https://fbref.com/en/players/c4173f1a/Vito-Mannone"
"1685",2017,"Sunderland","Premier League","Jordan Pickford","ENG","GK","22",1994,29,29,2610,29,50,1.72,189,139,74.6,5,4,20,4,13.8,2,2,0,0,0,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
"1686",2017,"Swansea City","Premier League","Łukasz Fabiański","POL","GK","31",1985,37,37,3330,37,69,1.86,174,105,63.8,11,5,21,8,21.6,8,6,1,1,14.3,"https://fbref.com/en/players/9328b835/Lukasz-Fabianski"
"1687",2017,"Swansea City","Premier League","Kristoffer Nordfeldt","SWE","GK","27",1989,1,1,90,1,1,1,5,4,80,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/78549904/Kristoffer-Nordfeldt"
"1688",2017,"Torino","Serie A","Joe Hart","ENG","GK","29",1987,36,36,3240,36,62,1.72,166,104,66.3,12,14,10,5,13.9,6,6,0,0,0,"https://fbref.com/en/players/cb4f24c6/Joe-Hart"
"1689",2017,"Torino","Serie A","Daniele Padelli","ITA","GK","30",1985,2,2,180,2,4,2,7,3,57.1,1,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/cf1c23d8/Daniele-Padelli"
"1690",2017,"Tottenham","Premier League","Hugo Lloris","FRA","GK","29",1986,34,34,3004,33.4,24,0.72,101,77,77.2,24,5,4,15,44.1,1,1,0,0,0,"https://fbref.com/en/players/8f62b6ee/Hugo-Lloris"
"1691",2017,"Tottenham","Premier League","Michel Vorm","NED","GK","32",1983,5,4,416,4.6,2,0.43,9,7,88.9,2,3,0,2,50,1,1,0,0,0,"https://fbref.com/en/players/1bebde9d/Michel-Vorm"
"1692",2017,"Toulouse","Ligue 1","Mauro Goicoechea","URU","GK","28",1988,2,2,180,2,0,0,8,8,100,0,2,0,2,100,0,0,0,0,NA,"https://fbref.com/en/players/132bb875/Mauro-Goicoechea"
"1693",2017,"Toulouse","Ligue 1","Alban Lafont","FRA","GK","17",1999,36,36,3240,36,41,1.14,158,117,79.1,10,12,14,10,27.8,9,8,1,0,11.1,"https://fbref.com/en/players/4e7db402/Alban-Lafont"
"1694",2017,"Udinese","Serie A","Orestis Karnezis","GRE","GK","31",1985,33,33,2958,32.9,45,1.37,129,84,70.5,11,7,15,7,21.2,8,7,0,1,0,"https://fbref.com/en/players/85b011bb/Orestis-Karnezis"
"1695",2017,"Udinese","Serie A","Simone Scuffet","ITA","GK","20",1996,6,5,462,5.1,11,2.14,28,17,64.3,1,2,2,0,0,1,1,0,0,0,"https://fbref.com/en/players/41bd99ea/Simone-Scuffet"
"1696",2017,"Valencia","La Liga","Diego Alves","BRA","GK","31",1985,33,33,2970,33,56,1.7,134,87,61.9,11,7,15,6,18.2,11,5,4,2,44.4,"https://fbref.com/en/players/12421a7c/Diego-Alves"
"1697",2017,"Valencia","La Liga","Jaume Doménech","ESP","GK","25",1990,3,3,270,3,4,1.33,13,9,69.2,2,0,1,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/c9cb972b/Jaume-Domenech"
