"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xA","A_minus_xA","KP","Final_Third","PPA","CrsPA","Prog","Url","xAG","A_minus_xAG"
"887",2022,"Lorient","Ligue 1","team",29,38,13253,16754,79.1,265244,88381,5162,5924,87.1,5673,6600,86,2156,3568,60.4,20,30.6,-10.6,311,906,214,81,1075,"https://fbref.com/en/squads/d2c87802/Lorient-Stats",NA,NA
"888",2022,"Lorient","Ligue 1","opponent",29,38,17573,21113,83.2,339821,110036,7280,8149,89.3,7424,8393,88.5,2563,3821,67.1,39,33.9,5.1,341,1206,314,96,1361,"https://fbref.com/en/squads/d2c87802/Lorient-Stats",NA,NA
"889",2022,"Lyon","Ligue 1","team",30,38,19992,23323,85.7,374630,115869,8399,9266,90.6,8446,9317,90.7,2687,3862,69.6,45,49.3,-4.3,411,1339,346,74,1513,"https://fbref.com/en/squads/d53c0b06/Lyon-Stats",NA,NA
"890",2022,"Lyon","Ligue 1","opponent",30,38,13149,16640,79,252101,91964,5588,6392,87.4,5328,6290,84.7,1909,3168,60.3,30,37.1,-7.1,327,905,262,78,1041,"https://fbref.com/en/squads/d53c0b06/Lyon-Stats",NA,NA
"891",2022,"M'Gladbach","Bundesliga","team",26,34,14882,18175,81.9,288195,96634,5934,6717,88.3,6549,7435,88.1,2145,3370,63.6,38,37.5,0.5,350,865,275,56,1251,"https://fbref.com/en/squads/32f3ee20/Monchengladbach-Stats",NA,NA
"892",2022,"M'Gladbach","Bundesliga","opponent",26,34,12099,15594,77.6,241518,85823,4674,5485,85.2,5256,6142,85.6,1919,3268,58.7,46,38.1,7.9,330,808,254,77,1031,"https://fbref.com/en/squads/32f3ee20/Monchengladbach-Stats",NA,NA
"893",2022,"Mainz 05","Bundesliga","team",28,34,10965,14923,73.5,211155,83105,4458,5360,83.2,4683,5806,80.7,1565,3100,50.5,36,33.9,2.1,303,826,243,70,1103,"https://fbref.com/en/squads/a224b06a/Mainz-05-Stats",NA,NA
"894",2022,"Mainz 05","Bundesliga","opponent",28,34,13365,17218,77.6,272148,89245,4924,5786,85.1,5958,6969,85.5,2258,3793,59.5,32,28.5,3.5,250,906,227,68,1032,"https://fbref.com/en/squads/a224b06a/Mainz-05-Stats",NA,NA
"895",2022,"Mallorca","La Liga","team",33,38,11176,15002,74.5,220176,85080,4690,5478,85.6,4416,5446,81.1,1784,3379,52.8,23,25.1,-2.1,292,781,235,62,981,"https://fbref.com/en/squads/2aa12281/Mallorca-Stats",NA,NA
"896",2022,"Mallorca","La Liga","opponent",33,38,14517,18404,78.9,288877,95667,5729,6610,86.7,6218,7246,85.8,2291,3855,59.4,40,31.2,8.8,324,1051,325,99,1142,"https://fbref.com/en/squads/2aa12281/Mallorca-Stats",NA,NA
"897",2022,"Manchester City","Premier League","team",26,38,24032,27275,88.1,456456,119264,10056,10836,92.8,10563,11506,91.8,3133,4223,74.2,63,59.9,3.1,525,1945,562,78,1766,"https://fbref.com/en/squads/b8fd03ef/Manchester-City-Stats",NA,NA
"898",2022,"Manchester City","Premier League","opponent",26,38,9788,12943,75.6,196995,70958,3847,4471,86,4282,5041,84.9,1488,2947,50.5,23,21.2,1.8,182,552,162,40,640,"https://fbref.com/en/squads/b8fd03ef/Manchester-City-Stats",NA,NA
"899",2022,"Manchester Utd","Premier League","team",29,38,16464,20092,81.9,310788,93976,7125,8053,88.5,6780,7755,87.4,2239,3498,64,46,40.6,5.4,397,1253,318,68,1304,"https://fbref.com/en/squads/19538871/Manchester-United-Stats",NA,NA
"900",2022,"Manchester Utd","Premier League","opponent",29,38,14777,18463,80,283572,90679,6204,6966,89.1,6286,7252,86.7,2037,3531,57.7,41,37.8,3.2,356,1043,310,67,1144,"https://fbref.com/en/squads/19538871/Manchester-United-Stats",NA,NA
"901",2022,"Marseille","Ligue 1","team",27,38,21391,24481,87.4,408961,113435,8680,9412,92.2,9574,10408,92,2831,3974,71.2,40,40.3,-0.3,373,1508,362,80,1439,"https://fbref.com/en/squads/5725cc7b/Marseille-Stats",NA,NA
"902",2022,"Marseille","Ligue 1","opponent",27,38,12332,15341,80.4,238795,80182,5141,5806,88.5,5152,5901,87.3,1799,3076,58.5,27,27.1,-0.1,240,814,204,62,896,"https://fbref.com/en/squads/5725cc7b/Marseille-Stats",NA,NA
"903",2022,"Metz","Ligue 1","team",36,38,12177,15602,78,247283,84382,4621,5344,86.5,5437,6315,86.1,1897,3339,56.8,24,20,4,264,737,136,63,807,"https://fbref.com/en/squads/f83960ae/Metz-Stats",NA,NA
"904",2022,"Metz","Ligue 1","opponent",36,38,17219,20894,82.4,336261,112293,6798,7698,88.3,7448,8454,88.1,2648,3950,67,50,45.5,4.5,417,1254,356,83,1565,"https://fbref.com/en/squads/f83960ae/Metz-Stats",NA,NA
"905",2022,"Milan","Serie A","team",28,38,15788,19272,81.9,311394,102656,6129,6989,87.7,6882,7819,88,2440,3734,65.3,39,43,-4,423,1110,386,106,1350,"https://fbref.com/en/squads/dc56fe14/Milan-Stats",NA,NA
"906",2022,"Milan","Serie A","opponent",28,38,12974,16330,79.4,253761,96476,5400,6174,87.5,5362,6308,85,1944,3187,61,19,22.5,-3.5,295,909,241,67,1101,"https://fbref.com/en/squads/dc56fe14/Milan-Stats",NA,NA
"907",2022,"Monaco","Ligue 1","team",27,38,16483,20499,80.4,324154,105804,6445,7313,88.1,7427,8576,86.6,2377,3891,61.1,45,40.8,4.2,343,1310,393,80,1597,"https://fbref.com/en/squads/fd6114db/Monaco-Stats",NA,NA
"908",2022,"Monaco","Ligue 1","opponent",27,38,13983,17693,79,274527,95335,5742,6581,87.3,5840,6827,85.5,2143,3628,59.1,25,26.9,-1.9,302,850,242,79,1033,"https://fbref.com/en/squads/fd6114db/Monaco-Stats",NA,NA
"909",2022,"Montpellier","Ligue 1","team",26,38,14114,17827,79.2,273584,97662,5832,6633,87.9,5777,6733,85.8,2143,3656,58.6,31,27.9,3.1,281,918,255,78,1132,"https://fbref.com/en/squads/281b0e73/Montpellier-Stats",NA,NA
"910",2022,"Montpellier","Ligue 1","opponent",26,38,15731,19273,81.6,303067,103396,6515,7355,88.6,6574,7559,87,2290,3631,63.1,41,42.5,-1.5,456,1196,349,94,1320,"https://fbref.com/en/squads/281b0e73/Montpellier-Stats",NA,NA
"911",2022,"Nantes","Ligue 1","team",26,38,12794,16546,77.3,256334,90833,5127,5895,87,5354,6391,83.8,2082,3617,57.6,37,32.1,4.9,318,1015,222,87,1046,"https://fbref.com/en/squads/d7a486cd/Nantes-Stats",NA,NA
"912",2022,"Nantes","Ligue 1","opponent",26,38,17639,21293,82.8,332993,110445,7336,8174,89.7,7540,8580,87.9,2350,3687,63.7,34,34.9,-0.9,328,1191,338,79,1417,"https://fbref.com/en/squads/d7a486cd/Nantes-Stats",NA,NA
"913",2022,"Napoli","Serie A","team",27,38,19698,22988,85.7,356037,110529,8979,9821,91.4,7955,8849,89.9,2336,3466,67.4,46,37.4,8.6,447,1312,379,78,1342,"https://fbref.com/en/squads/d48ad4ff/Napoli-Stats",NA,NA
"914",2022,"Napoli","Serie A","opponent",27,38,13091,16249,80.6,255104,88306,5286,5962,88.7,5700,6505,87.6,1872,3154,59.4,19,24.3,-5.3,308,840,262,59,1052,"https://fbref.com/en/squads/d48ad4ff/Napoli-Stats",NA,NA
"915",2022,"Newcastle Utd","Premier League","team",29,38,10211,13751,74.3,208112,79300,4144,4890,84.7,4100,4992,82.1,1710,3247,52.7,23,25.9,-2.9,297,758,207,61,742,"https://fbref.com/en/squads/b2b47a98/Newcastle-United-Stats",NA,NA
"916",2022,"Newcastle Utd","Premier League","opponent",29,38,17135,20831,82.3,326657,99341,7170,7975,89.9,7529,8544,88.1,2181,3644,59.9,43,39.2,3.8,389,1398,354,66,1420,"https://fbref.com/en/squads/b2b47a98/Newcastle-United-Stats",NA,NA
"917",2022,"Nice","Ligue 1","team",27,38,16278,19757,82.4,313765,100525,6408,7211,88.9,7436,8402,88.5,2179,3471,62.8,35,39.9,-4.9,345,1106,287,105,1217,"https://fbref.com/en/squads/132ebc33/Nice-Stats",NA,NA
"918",2022,"Nice","Ligue 1","opponent",27,38,15265,18834,81.1,307279,97671,5751,6569,87.5,6836,7732,88.4,2414,3869,62.4,24,30.1,-6.1,302,1071,283,79,1192,"https://fbref.com/en/squads/132ebc33/Nice-Stats",NA,NA
"919",2022,"Norwich City","Premier League","team",28,38,11974,15658,76.5,242050,81553,4705,5440,86.5,5095,6038,84.4,1985,3585,55.4,16,22.7,-6.7,254,705,230,47,922,"https://fbref.com/en/squads/1c781004/Norwich-City-Stats",NA,NA
"920",2022,"Norwich City","Premier League","opponent",28,38,17476,21227,82.3,336013,104986,7293,8112,89.9,7426,8498,87.4,2462,3875,63.5,57,50.1,6.9,442,1412,405,82,1461,"https://fbref.com/en/squads/1c781004/Norwich-City-Stats",NA,NA
"921",2022,"Osasuna","La Liga","team",29,38,12020,16434,73.1,255228,100297,4534,5512,82.3,5082,6298,80.7,2180,3966,55,23,23.2,-0.2,285,1045,290,104,1138,"https://fbref.com/en/squads/03c57e2b/Osasuna-Stats",NA,NA
"922",2022,"Osasuna","La Liga","opponent",29,38,14869,19090,77.9,293367,96592,6039,6922,87.2,6171,7240,85.2,2350,4199,56,37,30.7,6.3,327,1050,264,80,1060,"https://fbref.com/en/squads/03c57e2b/Osasuna-Stats",NA,NA
"923",2022,"Paris S-G","Ligue 1","team",36,38,24022,26684,90,422837,119770,11124,11973,92.9,9879,10625,93,2527,3223,78.4,65,55,10,424,1757,426,64,1579,"https://fbref.com/en/squads/e2d8892c/Paris-Saint-Germain-Stats",NA,NA
"924",2022,"Paris S-G","Ligue 1","opponent",36,38,13030,15772,82.6,244803,81002,5916,6515,90.8,5033,5759,87.4,1795,2893,62,25,27,-2,310,834,209,71,820,"https://fbref.com/en/squads/e2d8892c/Paris-Saint-Germain-Stats",NA,NA
"925",2022,"Rayo Vallecano","La Liga","team",28,38,12871,16832,76.5,267015,96814,4956,5729,86.5,5397,6408,84.2,2294,4045,56.7,28,31.5,-3.5,354,1018,277,106,1152,"https://fbref.com/en/squads/98e8af82/Rayo-Vallecano-Stats",NA,NA
"926",2022,"Rayo Vallecano","La Liga","opponent",28,38,13060,17172,76.1,262025,100056,5256,6105,86.1,5444,6484,84,2087,3816,54.7,33,32,1,301,1028,288,62,1166,"https://fbref.com/en/squads/98e8af82/Rayo-Vallecano-Stats",NA,NA
"927",2022,"RB Leipzig","Bundesliga","team",29,34,16245,19662,82.6,297553,99041,7005,7866,89.1,7000,7927,88.3,1888,3097,61,53,45.3,7.7,320,1139,394,83,1407,"https://fbref.com/en/squads/acbb6a5b/RB-Leipzig-Stats",NA,NA
"928",2022,"RB Leipzig","Bundesliga","opponent",29,34,11841,15372,77,232687,82466,4720,5546,85.1,5090,5984,85.1,1792,3181,56.3,23,27.1,-4.1,251,677,194,48,871,"https://fbref.com/en/squads/acbb6a5b/RB-Leipzig-Stats",NA,NA
"929",2022,"Real Madrid","La Liga","team",31,38,21520,24527,87.7,398590,114406,9719,10464,92.9,8422,9190,91.6,2914,3987,73.1,59,51.4,7.6,521,1589,479,71,1569,"https://fbref.com/en/squads/53a2f082/Real-Madrid-Stats",NA,NA
"930",2022,"Real Madrid","La Liga","opponent",31,38,13382,16458,81.3,262821,91815,5669,6331,89.5,5478,6232,87.9,1991,3296,60.4,20,33.7,-13.7,316,984,252,73,1023,"https://fbref.com/en/squads/53a2f082/Real-Madrid-Stats",NA,NA
"931",2022,"Real Sociedad","La Liga","team",32,38,15532,19189,80.9,299152,98799,6352,7204,88.2,6717,7735,86.8,2183,3527,61.9,22,31.3,-9.3,308,1021,332,75,1203,"https://fbref.com/en/squads/e31d1cd9/Real-Sociedad-Stats",NA,NA
"932",2022,"Real Sociedad","La Liga","opponent",32,38,12465,16254,76.7,249509,85751,4976,5734,86.8,5127,6093,84.1,2065,3711,55.6,28,27.6,0.4,310,904,260,69,976,"https://fbref.com/en/squads/e31d1cd9/Real-Sociedad-Stats",NA,NA
"933",2022,"Reims","Ligue 1","team",35,38,12246,15787,77.6,244803,85357,4778,5559,86,5265,6192,85,1951,3358,58.1,27,26.4,0.6,302,791,245,73,979,"https://fbref.com/en/squads/7fdd64e0/Reims-Stats",NA,NA
"934",2022,"Reims","Ligue 1","opponent",35,38,18073,21793,82.9,355686,106442,7160,8040,89.1,7876,8878,88.7,2708,4075,66.5,26,31,-5,361,1293,333,90,1353,"https://fbref.com/en/squads/7fdd64e0/Reims-Stats",NA,NA
"935",2022,"Rennes","Ligue 1","team",28,38,17844,21284,83.8,368057,109964,6409,7240,88.5,8023,9021,88.9,3170,4386,72.3,61,45.1,15.9,415,1179,380,109,1390,"https://fbref.com/en/squads/b3072e00/Rennes-Stats",NA,NA
"936",2022,"Rennes","Ligue 1","opponent",28,38,13209,16751,78.9,262486,85015,5377,6107,88,5490,6431,85.4,2066,3536,58.4,27,27.4,-0.4,253,935,228,81,900,"https://fbref.com/en/squads/b3072e00/Rennes-Stats",NA,NA
"937",2022,"Roma","Serie A","team",29,38,15337,18778,81.7,314755,101225,5514,6325,87.2,7069,7999,88.4,2567,3882,66.1,31,39.7,-8.7,411,1109,351,74,1296,"https://fbref.com/en/squads/cf74a709/Roma-Stats",NA,NA
"938",2022,"Roma","Serie A","opponent",29,38,14588,17998,81.1,278909,92587,6063,6794,89.2,6162,7047,87.4,2057,3408,60.4,23,25.6,-2.6,284,963,241,65,1088,"https://fbref.com/en/squads/cf74a709/Roma-Stats",NA,NA
"939",2022,"Saint-Étienne","Ligue 1","team",39,38,14080,17857,78.8,272810,87666,5822,6654,87.5,5757,6751,85.3,2116,3626,58.4,25,27.2,-2.2,312,937,217,68,1058,"https://fbref.com/en/squads/d298ef2c/Saint-Etienne-Stats",NA,NA
"940",2022,"Saint-Étienne","Ligue 1","opponent",39,38,15254,19019,80.2,293970,101930,6315,7199,87.7,6460,7520,85.9,2188,3573,61.2,57,43.4,13.6,329,1062,270,82,1234,"https://fbref.com/en/squads/d298ef2c/Saint-Etienne-Stats",NA,NA
"941",2022,"Salernitana","Serie A","team",42,38,10842,14449,75,219042,89527,4405,5240,84.1,4336,5314,81.6,1852,3209,57.7,19,23.3,-4.3,305,796,238,87,943,"https://fbref.com/en/squads/c5577084/Salernitana-Stats",NA,NA
"942",2022,"Salernitana","Serie A","opponent",42,38,17593,21168,83.1,339026,106304,7256,8098,89.6,7484,8555,87.5,2551,3812,66.9,58,44.7,13.3,436,1230,414,89,1412,"https://fbref.com/en/squads/c5577084/Salernitana-Stats",NA,NA
"943",2022,"Sampdoria","Serie A","team",34,38,12996,17008,76.4,261351,92970,5028,5917,85,5482,6557,83.6,2185,3781,57.8,29,24.7,4.3,289,893,278,77,1133,"https://fbref.com/en/squads/8ff9e3b3/Sampdoria-Stats",NA,NA
"944",2022,"Sampdoria","Serie A","opponent",34,38,16188,20000,80.9,310252,98952,6749,7623,88.5,6857,7935,86.4,2302,3744,61.5,41,38.9,2.1,403,1102,356,95,1274,"https://fbref.com/en/squads/8ff9e3b3/Sampdoria-Stats",NA,NA
"945",2022,"Sassuolo","Serie A","team",29,38,17195,20359,84.5,326512,107034,7372,8123,90.8,7031,7897,89,2452,3583,68.4,39,38.8,0.2,418,1121,317,62,1373,"https://fbref.com/en/squads/e2befd26/Sassuolo-Stats",NA,NA
"946",2022,"Sassuolo","Serie A","opponent",29,38,13450,16839,79.9,262547,94808,5442,6192,87.9,5754,6723,85.6,1939,3178,61,48,47.6,0.4,398,922,362,104,1199,"https://fbref.com/en/squads/e2befd26/Sassuolo-Stats",NA,NA
"947",2022,"Sevilla","La Liga","team",33,38,18459,22140,83.4,376620,108546,7008,7700,91,8106,9073,89.3,3056,4669,65.5,40,32.9,7.1,331,1152,310,101,1180,"https://fbref.com/en/squads/ad2be733/Sevilla-Stats",NA,NA
"948",2022,"Sevilla","La Liga","opponent",33,38,11450,15066,76,228701,82609,4643,5393,86.1,4688,5642,83.1,1845,3383,54.5,19,24.2,-5.2,287,872,247,62,929,"https://fbref.com/en/squads/ad2be733/Sevilla-Stats",NA,NA
"949",2022,"Southampton","Premier League","team",25,38,12571,16695,75.3,235599,81848,5556,6460,86,5227,6367,82.1,1536,3184,48.2,26,32.3,-6.3,346,944,269,60,1077,"https://fbref.com/en/squads/33c895d4/Southampton-Stats",NA,NA
"950",2022,"Southampton","Premier League","opponent",25,38,14280,18400,77.6,281877,99068,5784,6777,85.3,6118,7247,84.4,2115,3644,58,47,43,4,359,1088,351,83,1285,"https://fbref.com/en/squads/33c895d4/Southampton-Stats",NA,NA
"951",2022,"Spezia","Serie A","team",30,38,11759,15429,76.2,234649,84769,4725,5542,85.3,4861,5765,84.3,1907,3457,55.2,25,26.4,-1.4,277,732,218,67,885,"https://fbref.com/en/squads/68449f6d/Spezia-Stats",NA,NA
"952",2022,"Spezia","Serie A","opponent",30,38,17012,20708,82.2,327955,107626,6925,7850,88.2,7382,8314,88.8,2412,3794,63.6,44,45.4,-1.4,471,1264,391,86,1437,"https://fbref.com/en/squads/68449f6d/Spezia-Stats",NA,NA
"953",2022,"Strasbourg","Ligue 1","team",26,38,14824,18657,79.5,298305,100785,5706,6511,87.6,6385,7397,86.3,2431,4024,60.4,40,39.1,0.9,335,1121,359,110,1360,"https://fbref.com/en/squads/c0d3eab4/Strasbourg-Stats",NA,NA
"954",2022,"Strasbourg","Ligue 1","opponent",26,38,15673,19261,81.4,312073,96598,6087,6899,88.2,6787,7735,87.7,2525,3920,64.4,31,29.7,1.3,303,1007,234,74,1052,"https://fbref.com/en/squads/c0d3eab4/Strasbourg-Stats",NA,NA
"955",2022,"Stuttgart","Bundesliga","team",34,34,13884,17315,80.2,275912,93728,5431,6228,87.2,6076,6991,86.9,2138,3448,62,31,32.5,-1.5,328,948,255,63,1145,"https://fbref.com/en/squads/598bc722/Stuttgart-Stats",NA,NA
"956",2022,"Stuttgart","Bundesliga","opponent",34,34,13278,16937,78.4,262744,92516,5145,5942,86.6,5884,6885,85.5,1999,3456,57.8,44,35.3,8.7,356,955,285,84,1121,"https://fbref.com/en/squads/598bc722/Stuttgart-Stats",NA,NA
"957",2022,"Torino","Serie A","team",31,38,14152,18064,78.3,278761,90864,5746,6598,87.1,6047,7048,85.8,2100,3707,56.6,27,33.6,-6.6,352,1065,272,85,1082,"https://fbref.com/en/squads/105360fe/Torino-Stats",NA,NA
"958",2022,"Torino","Serie A","opponent",31,38,11632,15761,73.8,234840,95321,4598,5530,83.1,4786,5884,81.3,1979,3632,54.5,25,24.4,0.6,280,837,233,54,972,"https://fbref.com/en/squads/105360fe/Torino-Stats",NA,NA
"959",2022,"Tottenham","Premier League","team",25,38,16914,20207,83.7,321789,96693,6993,7729,90.5,7498,8421,89,2163,3336,64.8,50,49.3,0.7,379,1184,358,77,1318,"https://fbref.com/en/squads/361ca564/Tottenham-Hotspur-Stats",NA,NA
"960",2022,"Tottenham","Premier League","opponent",25,38,15273,18739,81.5,305207,89219,5721,6440,88.8,6940,7842,88.5,2352,3790,62.1,29,28.2,0.8,356,1117,286,63,1113,"https://fbref.com/en/squads/361ca564/Tottenham-Hotspur-Stats",NA,NA
"961",2022,"Troyes","Ligue 1","team",35,38,13247,16777,79,257711,92655,5621,6382,88.1,5383,6338,84.9,1983,3383,58.6,23,24.9,-1.9,270,890,244,92,1024,"https://fbref.com/en/squads/54195385/Troyes-Stats",NA,NA
"962",2022,"Troyes","Ligue 1","opponent",35,38,17749,21221,83.6,354937,107728,6574,7373,89.2,8079,9016,89.6,2787,4089,68.2,30,34.4,-4.4,338,1313,336,87,1490,"https://fbref.com/en/squads/54195385/Troyes-Stats",NA,NA
"963",2022,"Udinese","Serie A","team",29,38,11792,15279,77.2,224107,81271,4943,5718,86.4,5004,5936,84.3,1574,2936,53.6,36,36.2,-0.2,362,804,282,53,966,"https://fbref.com/en/squads/04eea015/Udinese-Stats",NA,NA
"964",2022,"Udinese","Serie A","opponent",29,38,17020,20654,82.4,338313,104874,6455,7318,88.2,7618,8611,88.5,2637,3948,66.8,39,32.1,6.9,343,1228,320,82,1360,"https://fbref.com/en/squads/04eea015/Udinese-Stats",NA,NA
"965",2022,"Union Berlin","Bundesliga","team",28,34,10843,14732,73.6,228964,86244,3727,4534,82.2,4957,5967,83.1,1964,3610,54.4,33,30.4,2.6,283,794,250,122,968,"https://fbref.com/en/squads/7a41008f/Union-Berlin-Stats",NA,NA
"966",2022,"Union Berlin","Bundesliga","opponent",28,34,15367,19105,80.4,309201,102662,5741,6616,86.8,6964,7945,87.7,2434,3922,62.1,28,27.9,0.1,283,959,251,73,1194,"https://fbref.com/en/squads/7a41008f/Union-Berlin-Stats",NA,NA
"967",2022,"Valencia","La Liga","team",34,38,9729,13629,71.4,209614,81559,3696,4474,82.6,3839,4844,79.3,1971,3744,52.6,30,24.3,5.7,281,859,266,79,1011,"https://fbref.com/en/squads/dcc91a7b/Valencia-Stats",NA,NA
"968",2022,"Valencia","La Liga","opponent",34,38,13862,17861,77.6,273182,98983,5846,6646,88,5492,6589,83.4,2229,3899,57.2,34,31.6,2.4,313,1027,285,71,1177,"https://fbref.com/en/squads/dcc91a7b/Valencia-Stats",NA,NA
"969",2022,"Venezia","Serie A","team",39,38,11667,15259,76.5,238785,86956,4331,5116,84.7,5156,6086,84.7,1987,3443,57.7,23,25.3,-2.3,253,741,222,71,884,"https://fbref.com/en/squads/af5d5982/Venezia-Stats",NA,NA
"970",2022,"Venezia","Serie A","opponent",39,38,17344,21162,82,346314,108237,6685,7639,87.5,7583,8621,88,2788,4128,67.5,39,44.9,-5.9,474,1268,457,113,1507,"https://fbref.com/en/squads/af5d5982/Venezia-Stats",NA,NA
"971",2022,"Villarreal","La Liga","team",29,38,16875,20390,82.8,337674,109214,6304,7113,88.6,7712,8698,88.7,2576,3831,67.2,51,46.9,4.1,357,1227,378,86,1447,"https://fbref.com/en/squads/2a8183b3/Villarreal-Stats",NA,NA
"972",2022,"Villarreal","La Liga","opponent",29,38,12017,15677,76.7,243581,81593,4766,5482,86.9,4950,5846,84.7,2045,3724,54.9,20,29.3,-9.3,293,900,236,85,892,"https://fbref.com/en/squads/2a8183b3/Villarreal-Stats",NA,NA
"973",2022,"Watford","Premier League","team",30,38,10380,14327,72.5,213943,81717,4075,4858,83.9,4333,5357,80.9,1773,3495,50.7,26,28.6,-2.6,288,756,213,67,906,"https://fbref.com/en/squads/2abfe087/Watford-Stats",NA,NA
"974",2022,"Watford","Premier League","opponent",30,38,17236,21404,80.5,340357,106707,6774,7774,87.1,7567,8710,86.9,2586,4161,62.1,56,48,8,410,1370,400,98,1524,"https://fbref.com/en/squads/2abfe087/Watford-Stats",NA,NA
"975",2022,"West Ham","Premier League","team",25,38,14176,17992,78.8,277399,91218,5883,6641,88.6,5936,6959,85.3,2115,3713,57,46,35.6,10.4,316,1052,305,98,1123,"https://fbref.com/en/squads/7c21e445/West-Ham-United-Stats",NA,NA
"976",2022,"West Ham","Premier League","opponent",25,38,16072,19756,81.4,307473,97173,6548,7312,89.6,7145,8199,87.1,2112,3551,59.5,38,34,4,403,1199,365,84,1273,"https://fbref.com/en/squads/7c21e445/West-Ham-United-Stats",NA,NA
"977",2022,"Wolfsburg","Bundesliga","team",30,34,12805,16416,78,269602,92921,4333,5180,83.6,5985,6962,86,2297,3687,62.3,25,33.3,-8.3,290,850,261,66,1101,"https://fbref.com/en/squads/4eaa11d7/Wolfsburg-Stats",NA,NA
"978",2022,"Wolfsburg","Bundesliga","opponent",30,34,12559,16226,77.4,252122,89787,4798,5662,84.7,5510,6500,84.8,2024,3411,59.3,39,33.4,5.6,306,944,323,84,1206,"https://fbref.com/en/squads/4eaa11d7/Wolfsburg-Stats",NA,NA
"979",2022,"Wolves","Premier League","team",26,38,15024,18602,80.8,304906,95466,5566,6330,87.9,6750,7675,87.9,2490,3962,62.8,22,24.7,-2.7,282,1015,223,60,1077,"https://fbref.com/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats",NA,NA
"980",2022,"Wolves","Premier League","opponent",26,38,15601,19230,81.1,295609,95446,6545,7296,89.7,6748,7783,86.7,2032,3405,59.7,23,38.4,-15.4,362,1114,323,73,1303,"https://fbref.com/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats",NA,NA
"981",2023,"Ajaccio","Ligue 1","team",26,12,3670,4997,73.4,66506,26414,1593,1918,83.1,1450,1817,79.8,464,916,50.7,3,8.2,NA,92,355,67,29,306,"https://fbref.com/en/squads/7a54bb4f/Ajaccio-Stats",5.9,-2.9
"982",2023,"Ajaccio","Ligue 1","opponent",26,12,5007,6297,79.5,91285,32660,2108,2446,86.2,2172,2582,84.1,576,965,59.7,15,9.9,NA,89,358,94,17,373,"https://fbref.com/en/squads/7a54bb4f/Ajaccio-Stats",11.8,3.2
"983",2023,"Almería","La Liga","team",26,11,3400,4395,77.4,64066,25032,1406,1610,87.3,1468,1702,86.3,439,827,53.1,9,6.7,NA,84,242,59,15,239,"https://fbref.com/en/squads/78ecf4bb/Almeria-Stats",6.7,2.3
"984",2023,"Almería","La Liga","opponent",26,11,4508,5570,80.9,78429,28018,2158,2365,91.2,1706,1966,86.8,489,864,56.6,13,12,NA,120,395,102,31,330,"https://fbref.com/en/squads/78ecf4bb/Almeria-Stats",11.9,1.1
"985",2023,"Angers","Ligue 1","team",26,12,4388,5470,80.2,76436,28936,1959,2250,87.1,1857,2154,86.2,414,764,54.2,8,9.4,NA,100,362,73,16,344,"https://fbref.com/en/squads/69236f98/Angers-Stats",10.1,-2.1
"986",2023,"Angers","Ligue 1","opponent",26,12,4895,6022,81.3,90981,32678,1988,2277,87.3,2177,2460,88.5,571,940,60.7,20,11.8,NA,129,449,98,27,394,"https://fbref.com/en/squads/69236f98/Angers-Stats",13.7,6.3
"987",2023,"Arsenal","Premier League","team",21,11,5036,6047,83.3,88476,30013,2268,2517,90.1,2222,2495,89.1,441,760,58,18,11.5,NA,124,443,119,19,381,"https://fbref.com/en/squads/18bb7c10/Arsenal-Stats",13,5
"988",2023,"Arsenal","Premier League","opponent",21,11,3587,4676,76.7,62597,22880,1667,1899,87.8,1449,1730,83.8,359,740,48.5,7,6.1,NA,74,226,60,17,178,"https://fbref.com/en/squads/18bb7c10/Arsenal-Stats",7.9,-0.9
"989",2023,"Aston Villa","Premier League","team",21,12,4414,5659,78,79378,29304,1940,2218,87.5,1873,2213,84.6,478,909,52.6,6,9.6,NA,102,367,91,30,317,"https://fbref.com/en/squads/8602292d/Aston-Villa-Stats",10,-4
"990",2023,"Aston Villa","Premier League","opponent",21,12,4576,5809,78.8,82817,30375,2058,2367,86.9,1897,2229,85.1,523,914,57.2,7,6.3,NA,100,296,82,13,276,"https://fbref.com/en/squads/8602292d/Aston-Villa-Stats",9.2,-2.2
"991",2023,"Atalanta","Serie A","team",23,11,3621,4782,75.7,66429,26752,1610,1884,85.5,1420,1736,81.8,471,870,54.1,12,11.1,NA,101,256,97,19,291,"https://fbref.com/en/squads/922493f3/Atalanta-Stats",12.4,-0.4
"992",2023,"Atalanta","Serie A","opponent",23,11,4689,5871,79.9,83813,30431,2051,2314,88.6,1934,2269,85.2,552,946,58.4,5,9.4,NA,105,343,94,21,340,"https://fbref.com/en/squads/922493f3/Atalanta-Stats",8.1,-3.1
