"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Expected","npxG_Expected","xA_Expected","npxG+xA_Expected","xG_Per","xA_Per","xG+xA_Per","npxG_Per","npxG+xA_Per","Url","xAG_Expected","npxG+xAG_Expected","xAG_Per","xG+xAG_Per","npxG+xAG_Per"
"1345",2016,"Sunderland","Premier League","team",31,27.3,41,38,418,3420,38,44,30,41,3,3,0,0,1.16,0.79,1.95,1.08,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ef52968/2015-2016/Sunderland-Stats",NA,NA,NA,NA,NA
"1346",2016,"Sunderland","Premier League","opponent",31,26.9,59,38,418,3420,38,61,39,54,7,8,72,5,1.61,1.03,2.63,1.42,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ef52968/2015-2016/Sunderland-Stats",NA,NA,NA,NA,NA
"1347",2016,"Swansea City","Premier League","team",27,27.6,52.5,38,418,3420,38,41,25,36,5,5,0,0,1.08,0.66,1.74,0.95,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fb10988f/2015-2016/Swansea-City-Stats",NA,NA,NA,NA,NA
"1348",2016,"Swansea City","Premier League","opponent",27,27,47.5,38,418,3420,38,49,33,47,2,2,81,5,1.29,0.87,2.16,1.24,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fb10988f/2015-2016/Swansea-City-Stats",NA,NA,NA,NA,NA
"1349",2016,"Torino","Serie A","team",27,27.6,47.5,38,418,3420,38,49,29,40,9,11,0,0,1.29,0.76,2.05,1.05,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/105360fe/2015-2016/Torino-Stats",NA,NA,NA,NA,NA
"1350",2016,"Torino","Serie A","opponent",27,27.3,52.5,38,418,3420,38,52,37,45,7,7,97,5,1.37,0.97,2.34,1.18,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/105360fe/2015-2016/Torino-Stats",NA,NA,NA,NA,NA
"1351",2016,"Tottenham","Premier League","team",24,24.5,57.4,38,418,3420,38,68,50,63,5,5,0,0,1.79,1.32,3.11,1.66,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/361ca564/2015-2016/Tottenham-Hotspur-Stats",NA,NA,NA,NA,NA
"1352",2016,"Tottenham","Premier League","opponent",24,27.3,42.6,38,418,3420,38,32,27,30,2,2,65,3,0.84,0.71,1.55,0.79,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/361ca564/2015-2016/Tottenham-Hotspur-Stats",NA,NA,NA,NA,NA
"1353",2016,"Toulouse","Ligue 1","team",25,23.8,46.6,38,418,3420,38,43,28,39,4,6,NA,NA,1.13,0.74,1.87,1.03,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/3f8c4b5f/2015-2016/Toulouse-Stats",NA,NA,NA,NA,NA
"1354",2016,"Toulouse","Ligue 1","opponent",25,26.7,53.4,38,418,3420,38,53,32,53,0,2,81,8,1.39,0.84,2.24,1.39,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/3f8c4b5f/2015-2016/Toulouse-Stats",NA,NA,NA,NA,NA
"1355",2016,"Troyes","Ligue 1","team",33,26.5,48.2,38,418,3420,38,27,18,24,3,3,0,0,0.71,0.47,1.18,0.63,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/54195385/2015-2016/Troyes-Stats",NA,NA,NA,NA,NA
"1356",2016,"Troyes","Ligue 1","opponent",33,26.4,51.8,38,418,3420,38,79,47,70,9,13,56,6,2.08,1.24,3.32,1.84,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/54195385/2015-2016/Troyes-Stats",NA,NA,NA,NA,NA
"1357",2016,"Udinese","Serie A","team",28,27.6,44.4,38,418,3420,38,34,23,32,2,2,0,0,0.89,0.61,1.5,0.84,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/04eea015/2015-2016/Udinese-Stats",NA,NA,NA,NA,NA
"1358",2016,"Udinese","Serie A","opponent",28,26.9,55.6,38,418,3420,38,59,37,52,7,8,95,5,1.55,0.97,2.53,1.37,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/04eea015/2015-2016/Udinese-Stats",NA,NA,NA,NA,NA
"1359",2016,"Valencia","La Liga","team",30,24.7,50.1,38,419,3420,38,42,27,38,4,5,110,7,1.11,0.71,1.82,1,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dcc91a7b/2015-2016/Valencia-Stats",NA,NA,NA,NA,NA
"1360",2016,"Valencia","La Liga","opponent",30,26.7,49.9,38,418,3420,38,47,37,45,2,4,95,3,1.24,0.97,2.21,1.18,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dcc91a7b/2015-2016/Valencia-Stats",NA,NA,NA,NA,NA
"1361",2016,"Villarreal","La Liga","team",26,25.3,45.9,38,418,3420,38,42,32,39,3,3,103,4,1.11,0.84,1.95,1.03,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2a8183b3/2015-2016/Villarreal-Stats",NA,NA,NA,NA,NA
"1362",2016,"Villarreal","La Liga","opponent",26,26.6,54.1,38,418,3420,38,34,24,32,2,3,105,5,0.89,0.63,1.53,0.84,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2a8183b3/2015-2016/Villarreal-Stats",NA,NA,NA,NA,NA
"1363",2016,"Watford","Premier League","team",25,28.2,45.1,38,418,3420,38,38,18,32,6,7,0,0,1,0.47,1.47,0.84,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2abfe087/2015-2016/Watford-Stats",NA,NA,NA,NA,NA
"1364",2016,"Watford","Premier League","opponent",25,26.7,54.9,38,418,3420,38,48,36,44,4,7,46,3,1.26,0.95,2.21,1.16,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2abfe087/2015-2016/Watford-Stats",NA,NA,NA,NA,NA
"1365",2016,"Werder Bremen","Bundesliga","team",30,26.6,44.9,34,374,3060,34,49,32,43,6,9,0,0,1.44,0.94,2.38,1.26,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/62add3bf/2015-2016/Werder-Bremen-Stats",NA,NA,NA,NA,NA
"1366",2016,"Werder Bremen","Bundesliga","opponent",30,26,55.1,34,374,3060,34,62,46,56,6,6,74,2,1.82,1.35,3.18,1.65,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/62add3bf/2015-2016/Werder-Bremen-Stats",NA,NA,NA,NA,NA
"1367",2016,"West Brom","Premier League","team",28,29.1,39.8,38,418,3420,38,32,25,31,1,5,0,0,0.84,0.66,1.5,0.82,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/60c6b05f/2015-2016/West-Bromwich-Albion-Stats",NA,NA,NA,NA,NA
"1368",2016,"West Brom","Premier League","opponent",28,26.8,60.2,38,418,3420,38,46,32,41,5,6,44,5,1.21,0.84,2.05,1.08,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/60c6b05f/2015-2016/West-Bromwich-Albion-Stats",NA,NA,NA,NA,NA
"1369",2016,"West Ham","Premier League","team",28,26.6,48.4,38,418,3420,38,64,38,60,4,4,0,0,1.68,1,2.68,1.58,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7c21e445/2015-2016/West-Ham-United-Stats",NA,NA,NA,NA,NA
"1370",2016,"West Ham","Premier League","opponent",28,27,51.6,38,418,3420,38,49,30,43,6,8,79,9,1.29,0.79,2.08,1.13,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7c21e445/2015-2016/West-Ham-United-Stats",NA,NA,NA,NA,NA
"1371",2016,"Wolfsburg","Bundesliga","team",29,27,57.6,34,374,3060,34,46,39,43,3,3,0,0,1.35,1.15,2.5,1.26,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/4eaa11d7/2015-2016/Wolfsburg-Stats",NA,NA,NA,NA,NA
"1372",2016,"Wolfsburg","Bundesliga","opponent",29,25.9,42.4,34,374,3060,34,49,34,48,1,2,59,1,1.44,1,2.44,1.41,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/4eaa11d7/2015-2016/Wolfsburg-Stats",NA,NA,NA,NA,NA
"1373",2017,"Alavés","La Liga","team",25,25.4,44.4,38,418,3420,38,41,27,37,4,4,117,5,1.08,0.71,1.79,0.97,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8d6fd021/2016-2017/Alaves-Stats",NA,NA,NA,NA,NA
"1374",2017,"Alavés","La Liga","opponent",25,26.7,55.6,38,418,3420,38,41,29,37,4,6,102,5,1.08,0.76,1.84,0.97,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8d6fd021/2016-2017/Alaves-Stats",NA,NA,NA,NA,NA
"1375",2017,"Angers","Ligue 1","team",29,26.7,46.1,38,418,3420,38,39,25,36,3,4,0,1,1.03,0.66,1.68,0.95,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/69236f98/2016-2017/Angers-Stats",NA,NA,NA,NA,NA
"1376",2017,"Angers","Ligue 1","opponent",29,26.4,53.9,38,418,3420,38,45,29,43,2,2,54,8,1.18,0.76,1.95,1.13,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/69236f98/2016-2017/Angers-Stats",NA,NA,NA,NA,NA
"1377",2017,"Arsenal","Premier League","team",29,26.9,58.9,38,418,3420,38,73,55,69,4,6,0,0,1.92,1.45,3.37,1.82,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats",NA,NA,NA,NA,NA
"1378",2017,"Arsenal","Premier League","opponent",29,27.4,41.1,38,418,3420,38,43,23,33,10,10,77,4,1.13,0.61,1.74,0.87,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats",NA,NA,NA,NA,NA
"1379",2017,"Atalanta","Serie A","team",32,25.2,50.2,38,417,3420,38,62,43,57,5,5,0,2,1.63,1.13,2.76,1.5,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/922493f3/2016-2017/Atalanta-Stats",NA,NA,NA,NA,NA
"1380",2017,"Atalanta","Serie A","opponent",32,27.1,49.8,38,418,3420,38,40,28,36,4,4,101,1,1.05,0.74,1.79,0.95,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/922493f3/2016-2017/Atalanta-Stats",NA,NA,NA,NA,NA
"1381",2017,"Athletic Club","La Liga","team",25,26.8,51.1,38,418,3420,38,53,31,45,8,8,88,2,1.39,0.82,2.21,1.18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2b390eca/2016-2017/Athletic-Club-Stats",NA,NA,NA,NA,NA
"1382",2017,"Athletic Club","La Liga","opponent",25,26.6,48.9,38,418,3420,38,43,34,42,1,3,118,5,1.13,0.89,2.03,1.11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2b390eca/2016-2017/Athletic-Club-Stats",NA,NA,NA,NA,NA
"1383",2017,"Atlético Madrid","La Liga","team",22,26.9,48.4,38,418,3420,38,70,54,68,2,7,82,3,1.84,1.42,3.26,1.79,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/db3b9613/2016-2017/Atletico-Madrid-Stats",NA,NA,NA,NA,NA
"1384",2017,"Atlético Madrid","La Liga","opponent",22,26.6,51.6,38,418,3420,38,27,15,24,3,4,98,4,0.71,0.39,1.11,0.63,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/db3b9613/2016-2017/Atletico-Madrid-Stats",NA,NA,NA,NA,NA
"1385",2017,"Augsburg","Bundesliga","team",28,27.1,41.9,34,374,3060,34,35,22,32,3,4,0,2,1.03,0.65,1.68,0.94,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/0cdc4311/2016-2017/Augsburg-Stats",NA,NA,NA,NA,NA
"1386",2017,"Augsburg","Bundesliga","opponent",28,25.7,58.1,34,374,3060,34,50,38,46,4,5,56,4,1.47,1.12,2.59,1.35,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/0cdc4311/2016-2017/Augsburg-Stats",NA,NA,NA,NA,NA
"1387",2017,"Barcelona","La Liga","team",25,26.9,66.1,38,418,3420,38,113,71,105,8,9,74,1,2.97,1.87,4.84,2.76,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/206d90db/2016-2017/Barcelona-Stats",NA,NA,NA,NA,NA
"1388",2017,"Barcelona","La Liga","opponent",25,26.5,33.9,38,418,3420,38,35,24,35,0,0,104,10,0.92,0.63,1.55,0.92,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/206d90db/2016-2017/Barcelona-Stats",NA,NA,NA,NA,NA
"1389",2017,"Bastia","Ligue 1","team",29,26.9,43.4,38,418,3420,38,28,18,28,0,1,0,7,0.74,0.47,1.21,0.74,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6283be2c/2016-2017/Bastia-Stats",NA,NA,NA,NA,NA
"1390",2017,"Bastia","Ligue 1","opponent",29,26.1,56.6,38,418,3420,38,52,38,48,4,8,64,4,1.37,1,2.37,1.26,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6283be2c/2016-2017/Bastia-Stats",NA,NA,NA,NA,NA
"1391",2017,"Bayern Munich","Bundesliga","team",22,28,69,34,374,3060,34,88,64,83,5,5,0,0,2.59,1.88,4.47,2.44,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/054efa67/2016-2017/Bayern-Munich-Stats",NA,NA,NA,NA,NA
"1392",2017,"Bayern Munich","Bundesliga","opponent",22,25.9,31,34,374,3060,34,22,15,20,2,3,52,4,0.65,0.44,1.09,0.59,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/054efa67/2016-2017/Bayern-Munich-Stats",NA,NA,NA,NA,NA
"1393",2017,"Betis","La Liga","team",27,26.1,47.9,38,418,3420,38,41,27,39,2,2,103,5,1.08,0.71,1.79,1.03,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fc536746/2016-2017/Real-Betis-Stats",NA,NA,NA,NA,NA
"1394",2017,"Betis","La Liga","opponent",27,26.7,52.1,38,418,3420,38,64,41,60,4,5,100,4,1.68,1.08,2.76,1.58,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fc536746/2016-2017/Real-Betis-Stats",NA,NA,NA,NA,NA
"1395",2017,"Bologna","Serie A","team",28,26.3,46.3,38,418,3420,38,39,29,38,1,2,0,2,1.03,0.76,1.79,1,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1d8099f8/2016-2017/Bologna-Stats",NA,NA,NA,NA,NA
"1396",2017,"Bologna","Serie A","opponent",28,27.1,53.7,38,418,3420,38,56,44,52,4,5,81,7,1.47,1.16,2.63,1.37,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1d8099f8/2016-2017/Bologna-Stats",NA,NA,NA,NA,NA
"1397",2017,"Bordeaux","Ligue 1","team",27,25.9,48.3,38,418,3420,38,51,35,47,4,7,0,1,1.34,0.92,2.26,1.24,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/123f3efe/2016-2017/Bordeaux-Stats",NA,NA,NA,NA,NA
"1398",2017,"Bordeaux","Ligue 1","opponent",27,26.3,51.7,38,418,3420,38,41,27,37,4,4,71,12,1.08,0.71,1.79,0.97,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/123f3efe/2016-2017/Bordeaux-Stats",NA,NA,NA,NA,NA
"1399",2017,"Bournemouth","Premier League","team",27,27,51.5,38,418,3420,38,53,33,46,7,10,0,2,1.39,0.87,2.26,1.21,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats",NA,NA,NA,NA,NA
"1400",2017,"Bournemouth","Premier League","opponent",27,27.3,48.5,38,418,3420,38,63,47,61,2,5,87,3,1.66,1.24,2.89,1.61,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats",NA,NA,NA,NA,NA
"1401",2017,"Burnley","Premier League","team",27,27.7,40.3,38,418,3420,38,39,24,33,6,6,0,1,1.03,0.63,1.66,0.87,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats",NA,NA,NA,NA,NA
"1402",2017,"Burnley","Premier League","opponent",27,27.5,59.7,38,418,3420,38,53,38,49,4,5,65,3,1.39,1,2.39,1.29,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats",NA,NA,NA,NA,NA
"1403",2017,"Caen","Ligue 1","team",27,28.7,45.8,38,418,3420,38,35,28,31,4,5,0,1,0.92,0.74,1.66,0.82,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/74229020/2016-2017/Caen-Stats",NA,NA,NA,NA,NA
"1404",2017,"Caen","Ligue 1","opponent",27,26.2,54.2,38,418,3420,38,63,42,55,8,8,72,7,1.66,1.11,2.76,1.45,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/74229020/2016-2017/Caen-Stats",NA,NA,NA,NA,NA
"1405",2017,"Cagliari","Serie A","team",34,28.7,43.2,38,418,3420,38,53,30,49,4,6,0,3,1.39,0.79,2.18,1.29,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c4260e09/2016-2017/Cagliari-Stats",NA,NA,NA,NA,NA
"1406",2017,"Cagliari","Serie A","opponent",34,26.7,56.8,38,418,3420,38,74,51,67,7,12,91,5,1.95,1.34,3.29,1.76,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c4260e09/2016-2017/Cagliari-Stats",NA,NA,NA,NA,NA
"1407",2017,"Celta Vigo","La Liga","team",27,26.1,53.2,38,418,3420,38,52,33,45,7,7,105,8,1.37,0.87,2.24,1.18,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/f25da7fb/2016-2017/Celta-Vigo-Stats",NA,NA,NA,NA,NA
"1408",2017,"Celta Vigo","La Liga","opponent",27,26.5,46.8,38,418,3420,38,67,49,58,9,10,91,4,1.76,1.29,3.05,1.53,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/f25da7fb/2016-2017/Celta-Vigo-Stats",NA,NA,NA,NA,NA
"1409",2017,"Chelsea","Premier League","team",24,27.2,55.1,38,418,3420,38,83,53,81,2,4,0,0,2.18,1.39,3.58,2.13,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats",NA,NA,NA,NA,NA
"1410",2017,"Chelsea","Premier League","opponent",24,27.4,44.9,38,418,3420,38,32,16,30,2,2,84,4,0.84,0.42,1.26,0.79,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats",NA,NA,NA,NA,NA
"1411",2017,"Chievo","Serie A","team",29,31.3,46.7,38,418,3420,38,42,29,38,4,5,0,3,1.11,0.76,1.87,1,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cc919b35/2016-2017/Chievo-Stats",NA,NA,NA,NA,NA
"1412",2017,"Chievo","Serie A","opponent",29,27,53.3,38,418,3420,38,60,43,56,4,6,68,1,1.58,1.13,2.71,1.47,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cc919b35/2016-2017/Chievo-Stats",NA,NA,NA,NA,NA
"1413",2017,"Crotone","Serie A","team",31,26,37.1,38,418,3420,38,34,22,30,4,5,0,3,0.89,0.58,1.47,0.79,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/3074d7b1/2016-2017/Crotone-Stats",NA,NA,NA,NA,NA
"1414",2017,"Crotone","Serie A","opponent",31,26.8,62.9,38,418,3420,38,58,40,52,6,10,60,6,1.53,1.05,2.58,1.37,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/3074d7b1/2016-2017/Crotone-Stats",NA,NA,NA,NA,NA
"1415",2017,"Crystal Palace","Premier League","team",31,27.7,45.4,38,418,3420,38,48,32,44,4,7,0,0,1.26,0.84,2.11,1.16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats",NA,NA,NA,NA,NA
"1416",2017,"Crystal Palace","Premier League","opponent",31,27.3,54.6,38,418,3420,38,63,44,61,2,2,71,1,1.66,1.16,2.82,1.61,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats",NA,NA,NA,NA,NA
"1417",2017,"Darmstadt 98","Bundesliga","team",31,27.6,38.3,34,374,3060,34,28,16,23,5,7,0,5,0.82,0.47,1.29,0.68,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6a6967fc/2016-2017/Darmstadt-98-Stats",NA,NA,NA,NA,NA
"1418",2017,"Darmstadt 98","Bundesliga","opponent",31,25.8,61.7,34,374,3060,34,61,43,55,6,8,60,4,1.79,1.26,3.06,1.62,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6a6967fc/2016-2017/Darmstadt-98-Stats",NA,NA,NA,NA,NA
"1419",2017,"Dijon","Ligue 1","team",27,27.7,46.4,38,418,3420,38,42,29,39,3,4,0,3,1.11,0.76,1.87,1.03,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8dfb7350/2016-2017/Dijon-Stats",NA,NA,NA,NA,NA
"1420",2017,"Dijon","Ligue 1","opponent",27,26.4,53.6,38,418,3420,38,57,30,48,9,12,58,2,1.5,0.79,2.29,1.26,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8dfb7350/2016-2017/Dijon-Stats",NA,NA,NA,NA,NA
"1421",2017,"Dortmund","Bundesliga","team",27,25.3,62,34,374,3060,34,71,49,66,5,7,0,1,2.09,1.44,3.53,1.94,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/add600ae/2016-2017/Dortmund-Stats",NA,NA,NA,NA,NA
"1422",2017,"Dortmund","Bundesliga","opponent",27,26,38,34,374,3060,34,39,30,37,2,2,88,3,1.15,0.88,2.03,1.09,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/add600ae/2016-2017/Dortmund-Stats",NA,NA,NA,NA,NA
"1423",2017,"Eibar","La Liga","team",24,26.9,47.8,38,418,3420,38,53,34,47,6,8,94,7,1.39,0.89,2.29,1.24,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/bea5c710/2016-2017/Eibar-Stats",NA,NA,NA,NA,NA
"1424",2017,"Eibar","La Liga","opponent",24,26.4,52.2,38,418,3420,38,50,31,45,5,6,97,10,1.32,0.82,2.13,1.18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/bea5c710/2016-2017/Eibar-Stats",NA,NA,NA,NA,NA
"1425",2017,"Eint Frankfurt","Bundesliga","team",26,25.9,49.9,34,374,3060,34,35,24,33,2,6,0,1,1.03,0.71,1.74,0.97,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/f0ac8ee6/2016-2017/Eintracht-Frankfurt-Stats",NA,NA,NA,NA,NA
"1426",2017,"Eint Frankfurt","Bundesliga","opponent",26,26,50.1,34,374,3060,34,42,35,39,3,4,60,4,1.24,1.03,2.26,1.15,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/f0ac8ee6/2016-2017/Eintracht-Frankfurt-Stats",NA,NA,NA,NA,NA
"1427",2017,"Empoli","Serie A","team",29,26.8,49,38,418,3420,38,29,19,25,4,5,0,0,0.76,0.5,1.26,0.66,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a3d88bd8/2016-2017/Empoli-Stats",NA,NA,NA,NA,NA
"1428",2017,"Empoli","Serie A","opponent",29,26.9,51,38,418,3420,38,59,40,54,5,9,99,4,1.55,1.05,2.61,1.42,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a3d88bd8/2016-2017/Empoli-Stats",NA,NA,NA,NA,NA
"1429",2017,"Espanyol","La Liga","team",27,27.2,44,38,418,3420,38,48,36,46,2,4,80,2,1.26,0.95,2.21,1.21,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a8661628/2016-2017/Espanyol-Stats",NA,NA,NA,NA,NA
"1430",2017,"Espanyol","La Liga","opponent",27,26.3,56,38,418,3420,38,49,32,47,2,2,87,4,1.29,0.84,2.13,1.24,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a8661628/2016-2017/Espanyol-Stats",NA,NA,NA,NA,NA
"1431",2017,"Everton","Premier League","team",27,27.5,52.1,38,418,3420,38,58,45,55,3,4,0,1,1.53,1.18,2.71,1.45,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats",NA,NA,NA,NA,NA
"1432",2017,"Everton","Premier League","opponent",27,27.4,47.9,38,418,3420,38,43,31,40,3,5,59,2,1.13,0.82,1.95,1.05,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats",NA,NA,NA,NA,NA
"1433",2017,"Fiorentina","Serie A","team",30,27.3,58.3,38,418,3420,38,62,46,56,6,10,0,3,1.63,1.21,2.84,1.47,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/421387cf/2016-2017/Fiorentina-Stats",NA,NA,NA,NA,NA
