"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G_minus_PK","PK","PKatt","CrdY","CrdR","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Expected","npxG_Expected","xA_Expected","npxG+xA_Expected","xG_Per","xA_Per","xG+xA_Per","npxG_Per","npxG+xA_Per","Url","xAG_Expected","npxG+xAG_Expected","xAG_Per","xG+xAG_Per","npxG+xAG_Per"
"84",2010,"Lazio","Serie A","opponent",32,27.6,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/7213da33/2009-2010/Lazio-Stats",NA,NA,NA,NA,NA
"85",2010,"Le Mans","Ligue 1","team",33,24.4,NA,38,418,NA,NA,35,18,34,1,2,85,8,0.92,0.47,1.39,0.89,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cd5d7aa6/2009-2010/Le-Mans-Stats",NA,NA,NA,NA,NA
"86",2010,"Le Mans","Ligue 1","opponent",33,26.2,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cd5d7aa6/2009-2010/Le-Mans-Stats",NA,NA,NA,NA,NA
"87",2010,"Lens","Ligue 1","team",23,27.1,NA,38,418,NA,NA,39,20,34,5,5,60,2,1.03,0.53,1.55,0.89,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fd4e0f7d/2009-2010/Lens-Stats",NA,NA,NA,NA,NA
"88",2010,"Lens","Ligue 1","opponent",23,26.1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fd4e0f7d/2009-2010/Lens-Stats",NA,NA,NA,NA,NA
"89",2010,"Leverkusen","Bundesliga","team",24,24.6,NA,34,374,NA,NA,65,35,61,4,4,64,3,1.91,1.03,2.94,1.79,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c7a9f859/2009-2010/Bayer-Leverkusen-Stats",NA,NA,NA,NA,NA
"90",2010,"Leverkusen","Bundesliga","opponent",24,26.2,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c7a9f859/2009-2010/Bayer-Leverkusen-Stats",NA,NA,NA,NA,NA
"91",2010,"Lille","Ligue 1","team",23,25.1,NA,38,418,NA,NA,70,32,60,10,13,69,4,1.84,0.84,2.68,1.58,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cb188c0c/2009-2010/Lille-Stats",NA,NA,NA,NA,NA
"92",2010,"Lille","Ligue 1","opponent",23,26.1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cb188c0c/2009-2010/Lille-Stats",NA,NA,NA,NA,NA
"93",2010,"Liverpool","Premier League","team",30,26.3,NA,38,418,NA,NA,58,37,55,3,3,55,5,1.53,0.97,2.5,1.45,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/822bd0ba/2009-2010/Liverpool-Stats",NA,NA,NA,NA,NA
"94",2010,"Liverpool","Premier League","opponent",30,27.3,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/822bd0ba/2009-2010/Liverpool-Stats",NA,NA,NA,NA,NA
"95",2010,"Livorno","Serie A","team",36,27.6,NA,38,418,NA,NA,27,17,24,3,3,86,8,0.71,0.45,1.16,0.63,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/939201df/2009-2010/Livorno-Stats",NA,NA,NA,NA,NA
"96",2010,"Livorno","Serie A","opponent",36,27.5,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/939201df/2009-2010/Livorno-Stats",NA,NA,NA,NA,NA
"97",2010,"Lorient","Ligue 1","team",24,26.6,NA,38,418,NA,NA,53,27,49,4,4,56,4,1.39,0.71,2.11,1.29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d2c87802/2009-2010/Lorient-Stats",NA,NA,NA,NA,NA
"98",2010,"Lorient","Ligue 1","opponent",24,26.1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d2c87802/2009-2010/Lorient-Stats",NA,NA,NA,NA,NA
"99",2010,"Lyon","Ligue 1","team",28,25.7,NA,38,418,NA,NA,62,33,59,3,3,64,3,1.63,0.87,2.5,1.55,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d53c0b06/2009-2010/Lyon-Stats",NA,NA,NA,NA,NA
"100",2010,"Lyon","Ligue 1","opponent",28,26,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d53c0b06/2009-2010/Lyon-Stats",NA,NA,NA,NA,NA
"101",2010,"M'Gladbach","Bundesliga","team",24,25.7,NA,34,374,NA,NA,39,23,38,1,1,48,1,1.15,0.68,1.82,1.12,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/32f3ee20/2009-2010/Monchengladbach-Stats",NA,NA,NA,NA,NA
"102",2010,"M'Gladbach","Bundesliga","opponent",24,26.1,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/32f3ee20/2009-2010/Monchengladbach-Stats",NA,NA,NA,NA,NA
"103",2010,"Mainz 05","Bundesliga","team",29,27.2,NA,34,374,NA,NA,36,12,34,2,2,58,4,1.06,0.35,1.41,1,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a224b06a/2009-2010/Mainz-05-Stats",NA,NA,NA,NA,NA
"104",2010,"Mainz 05","Bundesliga","opponent",29,25.9,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/a224b06a/2009-2010/Mainz-05-Stats",NA,NA,NA,NA,NA
"105",2010,"Málaga","La Liga","team",30,26.5,NA,38,418,NA,NA,41,20,41,0,0,131,10,1.08,0.53,1.61,1.08,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1c896955/2009-2010/Malaga-Stats",NA,NA,NA,NA,NA
"106",2010,"Málaga","La Liga","opponent",30,26.7,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/1c896955/2009-2010/Malaga-Stats",NA,NA,NA,NA,NA
"107",2010,"Mallorca","La Liga","team",24,27.7,NA,38,418,NA,NA,57,29,53,4,6,96,4,1.5,0.76,2.26,1.39,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2aa12281/2009-2010/Mallorca-Stats",NA,NA,NA,NA,NA
"108",2010,"Mallorca","La Liga","opponent",24,26.4,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/2aa12281/2009-2010/Mallorca-Stats",NA,NA,NA,NA,NA
"109",2010,"Manchester City","Premier League","team",31,27,NA,38,418,NA,NA,73,48,68,5,5,49,2,1.92,1.26,3.18,1.79,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b8fd03ef/2009-2010/Manchester-City-Stats",NA,NA,NA,NA,NA
"110",2010,"Manchester City","Premier League","opponent",31,27.2,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b8fd03ef/2009-2010/Manchester-City-Stats",NA,NA,NA,NA,NA
"111",2010,"Manchester Utd","Premier League","team",30,27.8,NA,38,418,NA,NA,74,48,68,6,8,48,4,1.95,1.26,3.21,1.79,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/19538871/2009-2010/Manchester-United-Stats",NA,NA,NA,NA,NA
"112",2010,"Manchester Utd","Premier League","opponent",30,27.1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/19538871/2009-2010/Manchester-United-Stats",NA,NA,NA,NA,NA
"113",2010,"Marseille","Ligue 1","team",23,27.7,NA,38,418,NA,NA,67,39,61,6,6,63,2,1.76,1.03,2.79,1.61,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/5725cc7b/2009-2010/Marseille-Stats",NA,NA,NA,NA,NA
"114",2010,"Marseille","Ligue 1","opponent",23,26,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/5725cc7b/2009-2010/Marseille-Stats",NA,NA,NA,NA,NA
"115",2010,"Milan","Serie A","team",28,29.7,NA,38,418,NA,NA,59,30,52,7,10,66,8,1.55,0.79,2.34,1.37,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dc56fe14/2009-2010/Milan-Stats",NA,NA,NA,NA,NA
"116",2010,"Milan","Serie A","opponent",28,27.5,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dc56fe14/2009-2010/Milan-Stats",NA,NA,NA,NA,NA
"117",2010,"Monaco","Ligue 1","team",28,25,NA,38,418,NA,NA,36,19,33,3,4,89,4,0.95,0.5,1.45,0.87,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fd6114db/2009-2010/Monaco-Stats",NA,NA,NA,NA,NA
"118",2010,"Monaco","Ligue 1","opponent",28,26.2,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/fd6114db/2009-2010/Monaco-Stats",NA,NA,NA,NA,NA
"119",2010,"Montpellier","Ligue 1","team",23,25.9,NA,38,418,NA,NA,49,24,43,6,8,81,6,1.29,0.63,1.92,1.13,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/281b0e73/2009-2010/Montpellier-Stats",NA,NA,NA,NA,NA
"120",2010,"Montpellier","Ligue 1","opponent",23,26.1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/281b0e73/2009-2010/Montpellier-Stats",NA,NA,NA,NA,NA
"121",2010,"Nancy","Ligue 1","team",26,26,NA,38,418,NA,NA,45,26,41,4,5,63,6,1.18,0.68,1.87,1.08,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e88fc6e5/2009-2010/Nancy-Stats",NA,NA,NA,NA,NA
"122",2010,"Nancy","Ligue 1","opponent",26,26,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e88fc6e5/2009-2010/Nancy-Stats",NA,NA,NA,NA,NA
"123",2010,"Napoli","Serie A","team",25,27.3,NA,38,418,NA,NA,50,26,48,2,5,97,6,1.32,0.68,2,1.26,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d48ad4ff/2009-2010/Napoli-Stats",NA,NA,NA,NA,NA
"124",2010,"Napoli","Serie A","opponent",25,27.6,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d48ad4ff/2009-2010/Napoli-Stats",NA,NA,NA,NA,NA
"125",2010,"Nice","Ligue 1","team",26,25.4,NA,38,418,NA,NA,39,21,37,2,2,70,5,1.03,0.55,1.58,0.97,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/132ebc33/2009-2010/Nice-Stats",NA,NA,NA,NA,NA
"126",2010,"Nice","Ligue 1","opponent",26,26.2,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/132ebc33/2009-2010/Nice-Stats",NA,NA,NA,NA,NA
"127",2010,"Nürnberg","Bundesliga","team",27,24.7,NA,34,374,NA,NA,32,22,31,1,1,53,2,0.94,0.65,1.59,0.91,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6f2c108c/2009-2010/Nurnberg-Stats",NA,NA,NA,NA,NA
"128",2010,"Nürnberg","Bundesliga","opponent",27,26.1,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/6f2c108c/2009-2010/Nurnberg-Stats",NA,NA,NA,NA,NA
"129",2010,"Osasuna","La Liga","team",25,28.2,NA,38,418,NA,NA,36,20,34,2,3,81,9,0.95,0.53,1.47,0.89,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/03c57e2b/2009-2010/Osasuna-Stats",NA,NA,NA,NA,NA
"130",2010,"Osasuna","La Liga","opponent",25,26.6,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/03c57e2b/2009-2010/Osasuna-Stats",NA,NA,NA,NA,NA
"131",2010,"Palermo","Serie A","team",25,25.7,NA,38,418,NA,NA,59,32,51,8,9,90,3,1.55,0.84,2.39,1.34,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ee058a17/2009-2010/Palermo-Stats",NA,NA,NA,NA,NA
"132",2010,"Palermo","Serie A","opponent",25,27.6,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ee058a17/2009-2010/Palermo-Stats",NA,NA,NA,NA,NA
"133",2010,"Paris S-G","Ligue 1","team",22,27.4,NA,38,418,NA,NA,48,26,45,3,4,57,2,1.26,0.68,1.95,1.18,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e2d8892c/2009-2010/Paris-Saint-Germain-Stats",NA,NA,NA,NA,NA
"134",2010,"Paris S-G","Ligue 1","opponent",22,26.1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/e2d8892c/2009-2010/Paris-Saint-Germain-Stats",NA,NA,NA,NA,NA
"135",2010,"Parma","Serie A","team",27,27.5,NA,38,418,NA,NA,44,20,42,2,4,89,7,1.16,0.53,1.68,1.11,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/eab4234c/2009-2010/Parma-Stats",NA,NA,NA,NA,NA
"136",2010,"Parma","Serie A","opponent",27,27.5,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/eab4234c/2009-2010/Parma-Stats",NA,NA,NA,NA,NA
"137",2010,"Portsmouth","Premier League","team",33,28.2,NA,38,418,NA,NA,34,19,31,3,6,68,5,0.89,0.5,1.39,0.82,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/76ffc013/2009-2010/Portsmouth-Stats",NA,NA,NA,NA,NA
"138",2010,"Portsmouth","Premier League","opponent",33,26.9,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/76ffc013/2009-2010/Portsmouth-Stats",NA,NA,NA,NA,NA
"139",2010,"Racing Sant","La Liga","team",29,26.6,NA,38,418,NA,NA,42,23,38,4,4,100,7,1.11,0.61,1.71,1,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dee3bbc8/2009-2010/Racing-Santander-Stats",NA,NA,NA,NA,NA
"140",2010,"Racing Sant","La Liga","opponent",29,26.4,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/dee3bbc8/2009-2010/Racing-Santander-Stats",NA,NA,NA,NA,NA
"141",2010,"Real Madrid","La Liga","team",25,25.1,NA,38,418,NA,NA,102,53,95,7,8,87,5,2.68,1.39,4.08,2.5,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/53a2f082/2009-2010/Real-Madrid-Stats",NA,NA,NA,NA,NA
"142",2010,"Real Madrid","La Liga","opponent",25,26.6,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/53a2f082/2009-2010/Real-Madrid-Stats",NA,NA,NA,NA,NA
"143",2010,"Rennes","Ligue 1","team",24,26.2,NA,38,418,NA,NA,51,29,45,6,6,48,5,1.34,0.76,2.11,1.18,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b3072e00/2009-2010/Rennes-Stats",NA,NA,NA,NA,NA
"144",2010,"Rennes","Ligue 1","opponent",24,26,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b3072e00/2009-2010/Rennes-Stats",NA,NA,NA,NA,NA
"145",2010,"Roma","Serie A","team",29,28.7,NA,38,418,NA,NA,68,34,59,9,11,87,3,1.79,0.89,2.68,1.55,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cf74a709/2009-2010/Roma-Stats",NA,NA,NA,NA,NA
"146",2010,"Roma","Serie A","opponent",29,27.6,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/cf74a709/2009-2010/Roma-Stats",NA,NA,NA,NA,NA
"147",2010,"Saint-Étienne","Ligue 1","team",28,24.8,NA,38,418,NA,NA,27,19,26,1,2,62,4,0.71,0.5,1.21,0.68,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d298ef2c/2009-2010/Saint-Etienne-Stats",NA,NA,NA,NA,NA
"148",2010,"Saint-Étienne","Ligue 1","opponent",28,26.1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/d298ef2c/2009-2010/Saint-Etienne-Stats",NA,NA,NA,NA,NA
"149",2010,"Sampdoria","Serie A","team",26,26.7,NA,38,418,NA,NA,49,27,45,4,5,83,8,1.29,0.71,2,1.18,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ff9e3b3/2009-2010/Sampdoria-Stats",NA,NA,NA,NA,NA
"150",2010,"Sampdoria","Serie A","opponent",26,27.7,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ff9e3b3/2009-2010/Sampdoria-Stats",NA,NA,NA,NA,NA
"151",2010,"Schalke 04","Bundesliga","team",29,24.3,NA,34,374,NA,NA,53,35,48,5,5,60,1,1.56,1.03,2.59,1.41,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c539e393/2009-2010/Schalke-04-Stats",NA,NA,NA,NA,NA
"152",2010,"Schalke 04","Bundesliga","opponent",29,26.2,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/c539e393/2009-2010/Schalke-04-Stats",NA,NA,NA,NA,NA
"153",2010,"Sevilla","La Liga","team",31,27.4,NA,38,417,NA,NA,63,30,58,5,5,99,10,1.66,0.79,2.45,1.53,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ad2be733/2009-2010/Sevilla-Stats",NA,NA,NA,NA,NA
"154",2010,"Sevilla","La Liga","opponent",31,26.5,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/ad2be733/2009-2010/Sevilla-Stats",NA,NA,NA,NA,NA
"155",2010,"Siena","Serie A","team",29,26.5,NA,38,418,NA,NA,40,19,38,2,3,96,5,1.05,0.5,1.55,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/45a2f824/2009-2010/Siena-Stats",NA,NA,NA,NA,NA
"156",2010,"Siena","Serie A","opponent",29,27.6,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/45a2f824/2009-2010/Siena-Stats",NA,NA,NA,NA,NA
"157",2010,"Sochaux","Ligue 1","team",28,25.4,NA,38,418,NA,NA,27,13,25,2,3,57,4,0.71,0.34,1.05,0.66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b9cd3c9a/2009-2010/Sochaux-Stats",NA,NA,NA,NA,NA
"158",2010,"Sochaux","Ligue 1","opponent",28,26.2,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/b9cd3c9a/2009-2010/Sochaux-Stats",NA,NA,NA,NA,NA
"159",2010,"Sporting Gijón","La Liga","team",28,26.5,NA,38,417,NA,NA,35,18,31,4,6,95,6,0.92,0.47,1.39,0.82,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/bb9efd50/2009-2010/Sporting-Gijon-Stats",NA,NA,NA,NA,NA
"160",2010,"Sporting Gijón","La Liga","opponent",28,26.5,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/bb9efd50/2009-2010/Sporting-Gijon-Stats",NA,NA,NA,NA,NA
"161",2010,"Stoke City","Premier League","team",23,28.5,NA,38,418,NA,NA,32,23,30,2,2,62,5,0.84,0.61,1.45,0.79,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/17892952/2009-2010/Stoke-City-Stats",NA,NA,NA,NA,NA
"162",2010,"Stoke City","Premier League","opponent",23,27.2,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/17892952/2009-2010/Stoke-City-Stats",NA,NA,NA,NA,NA
"163",2010,"Stuttgart","Bundesliga","team",28,25.7,NA,34,374,NA,NA,50,30,48,2,3,71,2,1.47,0.88,2.35,1.41,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/598bc722/2009-2010/Stuttgart-Stats",NA,NA,NA,NA,NA
"164",2010,"Stuttgart","Bundesliga","opponent",28,26.1,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/598bc722/2009-2010/Stuttgart-Stats",NA,NA,NA,NA,NA
"165",2010,"Sunderland","Premier League","team",28,25.4,NA,38,418,NA,NA,45,28,39,6,9,78,9,1.18,0.74,1.92,1.03,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ef52968/2009-2010/Sunderland-Stats",NA,NA,NA,NA,NA
"166",2010,"Sunderland","Premier League","opponent",28,27.2,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/8ef52968/2009-2010/Sunderland-Stats",NA,NA,NA,NA,NA
"167",2010,"Tenerife","La Liga","team",22,27.2,NA,38,418,NA,NA,39,17,37,2,4,89,4,1.03,0.45,1.47,0.97,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/27cc9c62/2009-2010/Tenerife-Stats",NA,NA,NA,NA,NA
"168",2010,"Tenerife","La Liga","opponent",22,26.7,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/27cc9c62/2009-2010/Tenerife-Stats",NA,NA,NA,NA,NA
"169",2010,"Tottenham","Premier League","team",30,25.4,NA,38,418,NA,NA,66,45,64,2,3,57,1,1.74,1.18,2.92,1.68,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/361ca564/2009-2010/Tottenham-Hotspur-Stats",NA,NA,NA,NA,NA
"170",2010,"Tottenham","Premier League","opponent",30,27.4,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/361ca564/2009-2010/Tottenham-Hotspur-Stats",NA,NA,NA,NA,NA
"171",2010,"Toulouse","Ligue 1","team",30,24,NA,38,418,NA,NA,36,14,36,0,0,72,5,0.95,0.37,1.32,0.95,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/squads/3f8c4b5f/2009-2010/Toulouse-Stats",NA,NA,NA,NA,NA
