"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Press_Pass","Sw_Pass","Crs_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Ground_Height","Low_Height","High_Height","Left_Body","Right_Body","Head_Body","TI_Body","Other_Body","Cmp_Outcomes","Off_Outcomes","Out_Outcomes","Int_Outcomes","Blocks_Outcomes","Url","TI_Pass"
"602",2021,"Athletic Club","La Liga","opponent",27,38,18229,16377,1852,538,21,2593,675,501,157,47,68,3,11787,2324,4118,5216,10711,762,765,247,14452,67,360,333,464,"https://fbref.com/en/squads/2b390eca/2020-2021/Athletic-Club-Stats",NA
"603",2021,"Atlético Madrid","La Liga","team",25,38,20602,18827,1775,491,45,2690,586,437,196,56,95,1,14468,2504,3630,5302,13187,718,734,236,16924,84,293,418,448,"https://fbref.com/en/squads/db3b9613/2020-2021/Atletico-Madrid-Stats",NA
"604",2021,"Atlético Madrid","La Liga","opponent",25,38,18808,16996,1812,558,13,2261,735,435,160,56,68,5,12791,2514,3503,5624,11128,767,701,235,15192,29,343,379,486,"https://fbref.com/en/squads/db3b9613/2020-2021/Atletico-Madrid-Stats",NA
"605",2021,"Augsburg","Bundesliga","team",25,34,14074,12382,1692,501,25,2553,417,313,121,65,37,5,8272,2215,3587,3452,8495,714,686,291,10430,62,317,363,475,"https://fbref.com/en/squads/0cdc4311/2020-2021/Augsburg-Stats",NA
"606",2021,"Augsburg","Bundesliga","opponent",25,34,19979,18246,1733,441,28,2644,557,564,186,65,79,17,13552,2666,3761,6068,11557,732,802,293,16170,85,287,416,517,"https://fbref.com/en/squads/0cdc4311/2020-2021/Augsburg-Stats",NA
"607",2021,"Barcelona","La Liga","team",25,38,28517,26827,1690,545,91,3282,439,411,217,65,30,10,23440,2573,2504,10882,15913,516,641,294,25414,82,237,510,498,"https://fbref.com/en/squads/206d90db/2020-2021/Barcelona-Stats",NA
"608",2021,"Barcelona","La Liga","opponent",25,38,15062,13546,1516,426,18,2518,435,349,140,41,55,6,10264,1876,2922,4372,9204,457,513,210,11936,43,290,334,439,"https://fbref.com/en/squads/206d90db/2020-2021/Barcelona-Stats",NA
"609",2021,"Bayern Munich","Bundesliga","team",29,34,21940,20228,1712,476,47,2604,653,566,237,104,80,12,15920,2688,3332,7564,12357,670,727,285,18505,64,258,449,469,"https://fbref.com/en/squads/054efa67/2020-2021/Bayern-Munich-Stats",NA
"610",2021,"Bayern Munich","Bundesliga","opponent",29,34,14429,12824,1605,377,50,2457,442,331,119,47,44,2,9026,2177,3226,3913,8640,626,632,267,10983,89,264,394,458,"https://fbref.com/en/squads/054efa67/2020-2021/Bayern-Munich-Stats",NA
"611",2021,"Benevento","Serie A","team",29,38,15299,13378,1921,688,32,2106,423,409,169,52,86,10,9726,1912,3661,4919,8396,695,656,260,11710,56,272,313,384,"https://fbref.com/en/squads/4fcb34fd/2020-2021/Benevento-Stats",NA
"612",2021,"Benevento","Serie A","opponent",29,38,20803,19052,1751,529,27,2244,707,542,229,75,87,24,15004,2465,3334,5741,13105,618,684,268,17359,77,265,391,418,"https://fbref.com/en/squads/4fcb34fd/2020-2021/Benevento-Stats",NA
"613",2021,"Betis","La Liga","team",25,38,19523,17631,1892,599,29,2563,588,425,184,44,79,9,13600,2349,3574,7425,10043,647,770,231,15938,57,324,365,427,"https://fbref.com/en/squads/fc536746/2020-2021/Real-Betis-Stats",NA
"614",2021,"Betis","La Liga","opponent",25,38,17066,15212,1854,557,28,2500,572,449,158,61,61,3,11009,2274,3783,4876,9946,702,788,222,13308,115,353,402,440,"https://fbref.com/en/squads/fc536746/2020-2021/Real-Betis-Stats",NA
"615",2021,"Bologna","Serie A","team",37,38,18456,16618,1838,538,40,2190,487,414,201,115,47,14,12476,2488,3492,3987,12286,768,694,283,14811,64,276,411,468,"https://fbref.com/en/squads/1d8099f8/2020-2021/Bologna-Stats",NA
"616",2021,"Bologna","Serie A","opponent",37,38,17968,16050,1918,573,37,2706,443,437,220,70,95,25,12109,2291,3568,5017,10909,595,751,237,14164,63,272,422,499,"https://fbref.com/en/squads/1d8099f8/2020-2021/Bologna-Stats",NA
"617",2021,"Bordeaux","Ligue 1","team",28,38,19434,17526,1908,537,26,2642,536,373,175,69,43,27,13889,2254,3291,6144,11196,637,810,223,16031,37,313,360,421,"https://fbref.com/en/squads/123f3efe/2020-2021/Bordeaux-Stats",NA
"618",2021,"Bordeaux","Ligue 1","opponent",28,38,19669,17937,1732,472,32,2499,610,449,204,82,86,13,13920,2313,3436,5899,11800,632,727,232,16106,55,334,413,413,"https://fbref.com/en/squads/123f3efe/2020-2021/Bordeaux-Stats",NA
"619",2021,"Brest","Ligue 1","team",26,38,19278,17342,1936,495,27,2453,594,488,179,89,35,13,12932,2600,3746,5306,11693,633,853,241,15584,55,382,381,427,"https://fbref.com/en/squads/fb08dbb3/2020-2021/Brest-Stats",NA
"620",2021,"Brest","Ligue 1","opponent",26,38,20142,18232,1910,517,37,2711,623,508,192,83,72,17,14330,2320,3492,5828,12212,597,777,279,16577,41,376,357,420,"https://fbref.com/en/squads/fb08dbb3/2020-2021/Brest-Stats",NA
"621",2021,"Brighton","Premier League","team",27,38,19456,17749,1707,404,37,2517,604,474,219,70,103,9,13156,2477,3823,4180,13006,762,766,278,15598,51,386,410,443,"https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats",NA
"622",2021,"Brighton","Premier League","opponent",27,38,18652,16878,1774,459,31,2558,483,423,165,73,40,6,12738,2270,3644,5559,10917,717,749,251,15002,50,283,378,460,"https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats",NA
"623",2021,"Burnley","Premier League","team",25,38,15043,13300,1743,464,20,2604,530,441,172,140,13,9,7714,2341,4988,4842,7441,1043,715,223,10644,72,347,278,368,"https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats",NA
"624",2021,"Burnley","Premier League","opponent",25,38,21050,19240,1810,448,41,2293,571,556,237,71,74,19,13961,2737,4352,5759,12678,929,791,318,16787,74,373,381,459,"https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats",NA
"625",2021,"Cádiz","La Liga","team",34,38,11925,10005,1920,589,18,1989,490,432,149,51,73,11,5799,2035,4091,2480,7137,717,734,175,8053,51,337,274,397,"https://fbref.com/en/squads/ee7c297c/2020-2021/Cadiz-Stats",NA
"626",2021,"Cádiz","La Liga","opponent",34,38,22788,21010,1778,459,50,2639,668,546,208,89,59,8,16430,2623,3735,6797,13553,847,806,283,19026,93,343,390,495,"https://fbref.com/en/squads/ee7c297c/2020-2021/Cadiz-Stats",NA
"627",2021,"Cagliari","Serie A","team",32,38,16795,14893,1902,569,14,2177,391,496,170,47,82,15,10770,2276,3749,4057,10652,595,754,275,13161,54,296,377,421,"https://fbref.com/en/squads/c4260e09/2020-2021/Cagliari-Stats",NA
"628",2021,"Cagliari","Serie A","opponent",32,38,20670,18792,1878,549,46,2756,654,502,217,70,84,17,14526,2636,3508,5788,12879,626,746,239,17211,71,286,360,428,"https://fbref.com/en/squads/c4260e09/2020-2021/Cagliari-Stats",NA
"629",2021,"Celta Vigo","La Liga","team",30,38,19156,17301,1855,554,43,2425,483,361,125,37,64,7,13090,2545,3521,5783,11235,692,767,269,15277,65,367,392,453,"https://fbref.com/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats",NA
"630",2021,"Celta Vigo","La Liga","opponent",30,38,16845,14781,2064,662,23,2910,599,469,166,61,52,8,10337,2506,4002,4938,9452,760,922,239,13026,45,336,349,513,"https://fbref.com/en/squads/f25da7fb/2020-2021/Celta-Vigo-Stats",NA
"631",2021,"Chelsea","Premier League","team",27,38,25151,23492,1659,399,40,2711,624,512,226,81,103,11,19251,2570,3330,5553,17570,703,727,250,21646,67,298,405,502,"https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats",NA
"632",2021,"Chelsea","Premier League","opponent",27,38,16359,14516,1843,489,22,2288,448,337,160,56,57,12,10612,2248,3499,4606,9637,640,818,233,12649,47,322,426,486,"https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats",NA
"633",2021,"Crotone","Serie A","team",31,38,17169,15354,1815,599,11,2593,382,370,138,66,20,9,11621,2086,3462,4757,10565,612,619,246,13666,46,295,366,396,"https://fbref.com/en/squads/3074d7b1/2020-2021/Crotone-Stats",NA
"634",2021,"Crotone","Serie A","opponent",31,38,20134,18309,1825,553,37,2422,606,473,228,92,87,12,14170,2436,3528,5699,12464,600,707,268,16538,98,263,339,440,"https://fbref.com/en/squads/3074d7b1/2020-2021/Crotone-Stats",NA
"635",2021,"Crystal Palace","Premier League","team",24,38,15090,13268,1822,477,15,2428,290,345,151,62,49,18,9360,2129,3601,4030,8847,635,768,223,11391,65,254,385,450,"https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats",NA
"636",2021,"Crystal Palace","Premier League","opponent",24,38,22352,20596,1756,440,37,2662,813,491,228,90,94,17,15732,2840,3780,6235,13804,779,809,258,18704,37,286,430,507,"https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats",NA
"637",2021,"Dijon","Ligue 1","team",33,38,17866,15934,1932,497,23,2375,492,319,146,66,68,6,12194,2259,3413,4569,11161,650,829,290,14134,50,334,417,431,"https://fbref.com/en/squads/8dfb7350/2020-2021/Dijon-Stats",NA
"638",2021,"Dijon","Ligue 1","opponent",33,38,20855,18983,1872,526,38,2546,649,530,235,85,79,19,14671,2569,3615,5950,12768,694,801,225,17154,58,331,487,419,"https://fbref.com/en/squads/8dfb7350/2020-2021/Dijon-Stats",NA
"639",2021,"Dortmund","Bundesliga","team",26,34,22343,20783,1560,400,59,2769,622,400,173,67,71,2,17093,2421,2829,6541,13943,596,674,272,18983,58,298,474,452,"https://fbref.com/en/squads/add600ae/2020-2021/Dortmund-Stats",NA
"640",2021,"Dortmund","Bundesliga","opponent",26,34,15078,13574,1504,412,16,2264,376,286,128,39,52,8,10265,1986,2827,4398,9030,558,578,218,11793,36,263,384,402,"https://fbref.com/en/squads/add600ae/2020-2021/Dortmund-Stats",NA
"641",2021,"Eibar","La Liga","team",30,38,16701,14658,2043,517,13,2764,777,614,197,92,91,9,8692,2738,5271,4812,8700,1190,989,252,11903,62,536,343,464,"https://fbref.com/en/squads/bea5c710/2020-2021/Eibar-Stats",NA
"642",2021,"Eibar","La Liga","opponent",30,38,17333,15172,2161,542,29,2679,507,379,141,39,51,16,9453,2841,5039,4644,9512,1052,1040,277,12715,116,418,362,476,"https://fbref.com/en/squads/bea5c710/2020-2021/Eibar-Stats",NA
"643",2021,"Eint Frankfurt","Bundesliga","team",25,34,18416,16687,1729,443,32,2859,420,510,206,65,75,18,12384,2329,3703,5767,10319,799,716,266,14409,61,293,432,478,"https://fbref.com/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats",NA
"644",2021,"Eint Frankfurt","Bundesliga","opponent",25,34,15778,14006,1772,507,44,2515,485,419,160,67,54,18,9545,2465,3768,4465,9091,756,714,258,11925,74,302,389,475,"https://fbref.com/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats",NA
"645",2021,"Elche","La Liga","team",30,38,16952,15113,1839,537,9,2625,523,415,137,59,51,2,11209,2102,3641,4870,10203,530,720,247,13601,48,296,347,396,"https://fbref.com/en/squads/6c8b07df/2020-2021/Elche-Stats",NA
"646",2021,"Elche","La Liga","opponent",30,38,19119,17446,1673,539,49,2306,572,497,165,40,63,6,13564,2260,3295,5744,11362,704,687,224,15790,52,289,360,448,"https://fbref.com/en/squads/6c8b07df/2020-2021/Elche-Stats",NA
"647",2021,"Everton","Premier League","team",29,38,18248,16636,1612,429,31,2501,499,408,167,80,64,8,12346,2338,3564,5291,10909,668,660,242,14670,56,306,414,470,"https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats",NA
"648",2021,"Everton","Premier League","opponent",29,38,20993,19235,1758,422,28,2593,527,471,226,90,76,20,15089,2483,3421,5634,13252,696,788,259,17393,41,250,379,490,"https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats",NA
"649",2021,"Fiorentina","Serie A","team",30,38,17076,15156,1920,617,18,2137,591,469,168,30,101,18,11277,2230,3569,4228,10831,585,746,268,13589,54,255,302,456,"https://fbref.com/en/squads/421387cf/2020-2021/Fiorentina-Stats",NA
"650",2021,"Fiorentina","Serie A","opponent",30,38,19618,17890,1728,554,48,2489,503,494,169,49,72,11,14075,2332,3211,5571,12156,616,675,230,16205,78,308,349,376,"https://fbref.com/en/squads/421387cf/2020-2021/Fiorentina-Stats",NA
"651",2021,"Freiburg","Bundesliga","team",24,34,15907,14247,1660,434,19,2423,487,444,123,54,42,8,9928,2401,3578,4947,8780,724,720,245,12336,47,276,302,454,"https://fbref.com/en/squads/a486e511/2020-2021/Freiburg-Stats",NA
"652",2021,"Freiburg","Bundesliga","opponent",24,34,17924,16302,1622,461,19,2429,443,368,150,58,72,3,12552,1951,3421,5262,10537,696,689,266,14451,36,302,367,414,"https://fbref.com/en/squads/a486e511/2020-2021/Freiburg-Stats",NA
"653",2021,"Fulham","Premier League","team",28,38,18859,17094,1765,472,20,2281,510,490,164,55,69,20,12963,2187,3709,4101,12580,723,782,254,15183,39,314,381,478,"https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats",NA
"654",2021,"Fulham","Premier League","opponent",28,38,19484,17629,1855,493,43,2492,519,459,192,63,79,20,13204,2585,3695,5482,11655,767,827,242,15486,98,319,485,456,"https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats",NA
"655",2021,"Genoa","Serie A","team",34,38,17793,16012,1781,523,24,2338,516,350,129,43,59,3,11691,2291,3811,4242,11480,721,703,249,14015,73,269,334,437,"https://fbref.com/en/squads/658bf2de/2020-2021/Genoa-Stats",NA
"656",2021,"Genoa","Serie A","opponent",34,38,22078,20272,1806,564,28,2856,585,517,214,93,73,19,15554,2809,3715,6231,13558,764,739,277,18205,31,290,455,461,"https://fbref.com/en/squads/658bf2de/2020-2021/Genoa-Stats",NA
"657",2021,"Getafe","La Liga","team",31,38,13413,11352,2061,604,7,2117,559,537,143,57,38,13,6276,2378,4759,3721,6716,1037,971,136,9017,64,374,320,449,"https://fbref.com/en/squads/7848bd64/2020-2021/Getafe-Stats",NA
"658",2021,"Getafe","La Liga","opponent",31,38,18501,16441,2060,685,27,3268,621,363,145,48,53,11,10987,2915,4599,5369,10183,1048,864,289,14156,80,414,401,489,"https://fbref.com/en/squads/7848bd64/2020-2021/Getafe-Stats",NA
"659",2021,"Granada","La Liga","team",34,38,13165,11237,1928,514,20,2238,415,381,127,52,39,7,7041,2055,4069,3285,7497,741,868,162,9247,67,390,309,454,"https://fbref.com/en/squads/a0435291/2020-2021/Granada-Stats",NA
"660",2021,"Granada","La Liga","opponent",34,38,19118,17110,2008,584,37,2812,654,524,185,58,67,12,12376,2659,4083,5669,10905,774,881,264,15156,45,428,390,473,"https://fbref.com/en/squads/a0435291/2020-2021/Granada-Stats",NA
"661",2021,"Hellas Verona","Serie A","team",32,38,17708,15831,1877,586,20,2657,389,459,185,65,90,16,10736,2747,4225,6106,9236,847,720,192,13339,100,360,424,508,"https://fbref.com/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats",NA
"662",2021,"Hellas Verona","Serie A","opponent",32,38,18016,16027,1989,702,16,2521,431,436,187,63,77,17,10792,2798,4426,4919,10573,853,748,280,13670,35,303,431,427,"https://fbref.com/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats",NA
"663",2021,"Hertha BSC","Bundesliga","team",32,34,16027,14278,1749,465,20,2149,553,396,152,47,61,14,10533,2146,3348,4795,9202,641,754,237,12623,74,286,330,435,"https://fbref.com/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats",NA
"664",2021,"Hertha BSC","Bundesliga","opponent",32,34,16528,14826,1702,523,41,2694,479,401,159,55,58,20,10881,2325,3322,4837,9706,661,708,249,13058,36,277,385,486,"https://fbref.com/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats",NA
"665",2021,"Hoffenheim","Bundesliga","team",30,34,18016,16289,1727,516,24,2611,533,440,156,52,58,5,12113,2447,3456,3224,12666,729,743,276,14462,41,309,376,496,"https://fbref.com/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats",NA
"666",2021,"Hoffenheim","Bundesliga","opponent",30,34,17219,15529,1690,466,33,2297,476,402,159,51,61,7,11560,2180,3479,5114,10028,668,715,274,13651,103,274,324,453,"https://fbref.com/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats",NA
"667",2021,"Huesca","La Liga","team",27,38,17400,15464,1936,606,12,2671,616,502,156,53,61,4,11191,2330,3879,5652,9505,763,783,261,13636,96,384,313,453,"https://fbref.com/en/squads/c6c493e6/2020-2021/Huesca-Stats",NA
"668",2021,"Huesca","La Liga","opponent",27,38,19153,17214,1939,600,25,2688,610,483,161,50,51,7,12713,2706,3734,5848,11010,781,812,259,15505,66,373,325,445,"https://fbref.com/en/squads/c6c493e6/2020-2021/Huesca-Stats",NA
"669",2021,"Inter","Serie A","team",25,38,21593,19987,1606,453,31,2915,568,481,206,61,79,12,15977,2746,2870,5262,14525,572,649,262,18514,54,203,450,442,"https://fbref.com/en/squads/d609edc0/2020-2021/Internazionale-Stats",NA
"670",2021,"Inter","Serie A","opponent",25,38,19770,18203,1567,511,16,2283,490,382,137,44,57,9,14742,2080,2948,5557,12728,453,501,246,16679,28,259,343,402,"https://fbref.com/en/squads/d609edc0/2020-2021/Internazionale-Stats",NA
"671",2021,"Juventus","Serie A","team",30,38,23047,21409,1638,494,41,2696,580,517,221,50,112,14,17623,2531,2893,7539,13843,519,580,285,19971,73,240,441,412,"https://fbref.com/en/squads/e0652b02/2020-2021/Juventus-Stats",NA
"672",2021,"Juventus","Serie A","opponent",30,38,17559,15825,1734,565,16,2247,501,419,162,46,74,6,12574,1964,3021,4863,11109,459,605,224,14460,33,218,349,412,"https://fbref.com/en/squads/e0652b02/2020-2021/Juventus-Stats",NA
"673",2021,"Köln","Bundesliga","team",28,34,15705,13976,1729,497,16,2392,449,428,135,57,49,7,9720,2374,3611,5340,8216,716,752,217,12038,53,314,359,475,"https://fbref.com/en/squads/bc357bf7/2020-2021/Koln-Stats",NA
"674",2021,"Köln","Bundesliga","opponent",28,34,18577,16880,1697,451,21,2443,520,381,158,59,70,7,12888,2348,3341,5143,11314,610,780,246,15049,43,261,394,439,"https://fbref.com/en/squads/bc357bf7/2020-2021/Koln-Stats",NA
"675",2021,"Lazio","Serie A","team",30,38,20724,19083,1641,470,41,2707,586,466,189,97,51,14,14313,2802,3609,5751,12897,713,651,304,17098,79,270,413,417,"https://fbref.com/en/squads/7213da33/2020-2021/Lazio-Stats",NA
"676",2021,"Lazio","Serie A","opponent",30,38,18528,16741,1787,566,16,2347,572,388,170,58,73,17,12747,2422,3359,5347,11288,572,668,290,14925,36,258,418,462,"https://fbref.com/en/squads/7213da33/2020-2021/Lazio-Stats",NA
"677",2021,"Leeds United","Premier League","team",23,38,20042,18149,1893,468,48,2315,617,519,228,110,79,10,13396,2948,3698,8269,9481,755,808,376,15996,68,368,502,530,"https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats",NA
"678",2021,"Leeds United","Premier League","opponent",23,38,14891,12977,1914,482,43,3030,309,327,211,97,88,17,9197,2083,3611,3997,8723,661,803,240,11150,44,303,454,418,"https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats",NA
"679",2021,"Leicester City","Premier League","team",27,38,20572,18857,1715,475,46,2545,467,390,212,57,80,16,14407,2550,3615,4236,14161,791,731,239,16726,58,334,472,475,"https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats",NA
"680",2021,"Leicester City","Premier League","opponent",27,38,17535,15722,1813,458,45,2380,561,398,180,103,57,4,11212,2474,3849,4937,10372,709,826,223,13684,65,288,419,493,"https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats",NA
"681",2021,"Lens","Ligue 1","team",27,38,18909,17076,1833,494,27,2549,612,475,193,95,57,14,13248,2222,3439,5412,11336,688,785,219,15307,46,355,381,451,"https://fbref.com/en/squads/fd4e0f7d/2020-2021/Lens-Stats",NA
"682",2021,"Lens","Ligue 1","opponent",27,38,18204,16148,2056,560,36,2282,477,354,184,75,68,13,12160,2549,3495,4758,11219,612,921,223,14451,37,314,436,476,"https://fbref.com/en/squads/fd4e0f7d/2020-2021/Lens-Stats",NA
"683",2021,"Levante","La Liga","team",29,38,17838,16015,1823,509,30,2718,612,489,173,54,38,12,11836,2554,3448,4326,11549,608,765,293,14234,63,364,413,492,"https://fbref.com/en/squads/9800b6a1/2020-2021/Levante-Stats",NA
"684",2021,"Levante","La Liga","opponent",29,38,16905,15007,1898,554,50,2605,586,486,179,55,66,9,10645,2413,3847,5287,9396,690,787,240,13185,90,340,417,432,"https://fbref.com/en/squads/9800b6a1/2020-2021/Levante-Stats",NA
"685",2021,"Leverkusen","Bundesliga","team",30,34,21523,19893,1630,414,32,3004,581,427,183,60,70,9,15610,2625,3288,6603,12962,608,728,322,18002,60,246,412,467,"https://fbref.com/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats",NA
"686",2021,"Leverkusen","Bundesliga","opponent",30,34,14635,13056,1579,482,17,2305,356,348,121,54,45,8,9025,2093,3517,4292,8300,710,624,232,11008,61,299,363,420,"https://fbref.com/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats",NA
"687",2021,"Lille","Ligue 1","team",21,38,21792,20004,1788,461,47,2506,601,367,184,75,85,16,15765,2514,3513,7068,12486,705,843,296,18028,59,298,495,447,"https://fbref.com/en/squads/cb188c0c/2020-2021/Lille-Stats",NA
"688",2021,"Lille","Ligue 1","opponent",21,38,18722,16932,1790,535,19,2364,609,380,146,60,58,10,12850,2340,3532,5397,11153,722,743,283,15007,24,347,390,428,"https://fbref.com/en/squads/cb188c0c/2020-2021/Lille-Stats",NA
"689",2021,"Liverpool","Premier League","team",28,38,25527,23768,1759,412,65,2960,732,571,255,53,131,17,18588,3048,3891,6175,17159,740,804,283,21527,60,266,486,563,"https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats",NA
"690",2021,"Liverpool","Premier League","opponent",28,38,15476,13861,1615,438,63,2606,486,351,122,64,33,8,9364,2148,3964,4159,9212,747,609,243,11661,87,345,368,419,"https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats",NA
"691",2021,"Lorient","Ligue 1","team",27,38,17012,15142,1870,481,33,2465,466,353,176,66,68,19,11169,2396,3447,3830,11183,608,802,229,13405,44,386,421,398,"https://fbref.com/en/squads/d2c87802/2020-2021/Lorient-Stats",NA
"692",2021,"Lorient","Ligue 1","opponent",27,38,21253,19298,1955,484,34,2309,644,406,163,75,60,10,14972,2662,3619,6188,12761,654,941,288,17503,23,360,467,435,"https://fbref.com/en/squads/d2c87802/2020-2021/Lorient-Stats",NA
"693",2021,"Lyon","Ligue 1","team",29,38,21299,19445,1854,479,56,2705,537,515,232,49,86,14,15833,2351,3115,5034,14227,579,812,276,17819,56,289,481,483,"https://fbref.com/en/squads/d53c0b06/2020-2021/Lyon-Stats",NA
"694",2021,"Lyon","Ligue 1","opponent",29,38,17627,15793,1834,522,36,2119,511,402,165,70,53,15,12146,2172,3309,4904,10848,594,669,283,14150,34,322,382,407,"https://fbref.com/en/squads/d53c0b06/2020-2021/Lyon-Stats",NA
"695",2021,"M'Gladbach","Bundesliga","team",23,34,18808,17129,1679,481,39,2615,466,336,175,51,90,19,13334,2332,3142,4369,12600,569,676,229,15337,72,221,423,453,"https://fbref.com/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats",NA
"696",2021,"M'Gladbach","Bundesliga","opponent",23,34,17601,16003,1598,455,23,2411,408,407,140,52,63,2,12059,2288,3254,5253,10327,673,676,280,14019,60,298,425,480,"https://fbref.com/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats",NA
"697",2021,"Mainz 05","Bundesliga","team",31,34,13642,11914,1728,428,23,2156,358,378,130,55,54,8,7907,2135,3600,3574,7807,671,805,305,9679,48,255,342,491,"https://fbref.com/en/squads/a224b06a/2020-2021/Mainz-05-Stats",NA
"698",2021,"Mainz 05","Bundesliga","opponent",31,34,20122,18312,1810,533,29,2647,595,404,162,60,67,7,13832,2516,3774,6178,11547,819,804,272,16329,48,312,418,459,"https://fbref.com/en/squads/a224b06a/2020-2021/Mainz-05-Stats",NA
"699",2021,"Manchester City","Premier League","team",24,38,26689,25124,1565,426,60,2966,629,438,247,65,85,18,21198,2444,3047,9400,15438,620,653,246,23578,50,257,406,458,"https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats",NA
"700",2021,"Manchester City","Premier League","opponent",24,38,15263,13773,1490,394,24,2046,379,273,111,56,39,5,10185,1816,3262,4171,9423,572,528,207,12060,58,308,328,335,"https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats",NA
"701",2021,"Manchester Utd","Premier League","team",29,38,21960,20226,1734,434,52,2910,635,444,197,65,92,17,16585,2307,3068,6475,13619,576,755,222,18495,69,247,525,522,"https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats",NA
"702",2021,"Manchester Utd","Premier League","opponent",29,38,17694,16026,1668,507,25,2276,465,410,162,79,46,12,12094,2178,3422,4811,11049,601,648,232,14056,50,316,439,472,"https://fbref.com/en/squads/19538871/2020-2021/Manchester-United-Stats",NA
"703",2021,"Marseille","Ligue 1","team",31,38,20480,18509,1971,576,33,2402,592,446,174,93,59,12,14144,2614,3722,5766,12469,694,841,280,16646,46,355,421,456,"https://fbref.com/en/squads/5725cc7b/2020-2021/Marseille-Stats",NA
"704",2021,"Marseille","Ligue 1","opponent",31,38,17565,15617,1948,530,49,2284,539,493,195,74,62,17,11684,2361,3520,5084,10253,707,879,244,13904,91,339,401,431,"https://fbref.com/en/squads/5725cc7b/2020-2021/Marseille-Stats",NA
"705",2021,"Metz","Ligue 1","team",27,38,16773,14996,1777,501,25,2357,594,431,160,44,68,10,11144,2111,3518,3033,11735,607,712,272,13269,44,356,332,369,"https://fbref.com/en/squads/f83960ae/2020-2021/Metz-Stats",NA
"706",2021,"Metz","Ligue 1","opponent",27,38,20421,18434,1987,532,39,2416,555,466,205,101,71,12,14483,2425,3513,5346,12861,602,890,316,16566,42,310,444,469,"https://fbref.com/en/squads/f83960ae/2020-2021/Metz-Stats",NA
"707",2021,"Milan","Serie A","team",29,38,19490,17804,1686,493,39,2312,527,430,213,101,68,10,14098,2135,3257,5759,11857,599,648,235,16046,83,261,409,408,"https://fbref.com/en/squads/dc56fe14/2020-2021/Milan-Stats",NA
"708",2021,"Milan","Serie A","opponent",29,38,18143,16262,1881,585,24,2722,594,442,202,79,80,12,12208,2372,3563,5171,10946,637,699,269,14655,38,238,365,491,"https://fbref.com/en/squads/dc56fe14/2020-2021/Milan-Stats",NA
"709",2021,"Monaco","Ligue 1","team",30,38,21885,20003,1882,519,59,2748,648,469,218,92,85,15,15692,2397,3796,6323,13350,696,822,238,17905,63,345,408,442,"https://fbref.com/en/squads/fd6114db/2020-2021/Monaco-Stats",NA
"710",2021,"Monaco","Ligue 1","opponent",30,38,17372,15508,1864,532,23,2385,569,339,123,38,57,9,11498,2291,3583,5035,10070,773,779,285,13658,51,366,375,425,"https://fbref.com/en/squads/fd6114db/2020-2021/Monaco-Stats",NA
